Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2013/14

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (16);
Bengtsfors;1460;Västra Götalands län;14;Kommunal;88;70,5;79,5;208,4;
Berg;2326;Jämtlands län;23;Samtliga;69;73,9;82,6;207,3;
Berg;2326;Jämtlands län;23;Kommunal;69;73,9;82,6;207,3;
Bjurholm;2403;Västerbottens län;24;Samtliga;31;77,4;83,9;200,9;
Bjurholm;2403;Västerbottens län;24;Kommunal;31;77,4;83,9;200,9;
Bjuv;1260;Skåne län;12;Samtliga;143;76,2;90,2;211,3;
Bjuv;1260;Skåne län;12;Kommunal;122;74,6;89,3;205,5;
Bjuv;1260;Skåne län;12;Enskild;21;85,7;~100;244,0;
Boden;2582;Norrbottens län;25;Samtliga;265;87,2;93,6;224,3;
Boden;2582;Norrbottens län;25;Kommunal;176;85,2;93,2;223,2;
Boden;2582;Norrbottens län;25;Enskild;89;91,0;94,4;226,5;
Bollebygd;1443;Västra Götalands län;14;Samtliga;86;73,3;84,9;209,0;
Bollebygd;1443;Västra Götalands län;14;Kommunal;86;73,3;84,9;209,0;
Bollnäs;2183;Gävleborgs län;21;Samtliga;266;76,3;81,2;198,9;
Bollnäs;2183;Gävleborgs län;21;Kommunal;159;62,3;69,2;182,4;
Bollnäs;2183;Gävleborgs län;21;Enskild;107;97,2;~100;223,0;
Borgholm;0885;Kalmar län;08;Samtliga;92;78,3;87,0;216,9;
Borgholm;0885;Kalmar län;08;Kommunal;92;78,3;87,0;216,9;
Borlänge;2081;Dalarnas län;20;Samtliga;522;69,3;83,9;203,3;
Borlänge;2081;Dalarnas län;20;Kommunal;484;69,2;84,3;203,7;
Borlänge;2081;Dalarnas län;20;Enskild;38;71,1;78,9;197,6;
Borås;1490;Västra Götalands län;14;Samtliga;1 057;79,5;88,4;218,6;
Borås;1490;Västra Götalands län;14;Kommunal;863;77,3;87,7;213,6;
Borås;1490;Västra Götalands län;14;Enskild;194;89,2;91,2;240,4;
Botkyrka;0127;Stockholms län;01;Samtliga;961;67,2;80,3;203,7;
Botkyrka;0127;Stockholms län;01;Kommunal;851;65,1;79,4;200,2;
Botkyrka;0127;Stockholms län;01;Enskild;110;83,6;87,3;231,0;
Boxholm;0560;Östergötlands län;05;Samtliga;51;62,7;84,3;187,4;
Boxholm;0560;Östergötlands län;05;Kommunal;51;62,7;84,3;187,4;
Bromölla;1272;Skåne län;12;Samtliga;136;78,7;86,8;204,4;
Bromölla;1272;Skåne län;12;Kommunal;136;78,7;86,8;204,4;
Bräcke;2305;Jämtlands län;23;Samtliga;74;78,4;87,8;207,4;
Bräcke;2305;Jämtlands län;23;Kommunal;74;78,4;87,8;207,4;
Burlöv;1231;Skåne län;12;Samtliga;183;77,0;82,5;207,0;
Burlöv;1231;Skåne län;12;Kommunal;183;77,0;82,5;207,0;
Båstad;1278;Skåne län;12;Samtliga;134;87,3;94,8;222,1;
Båstad;1278;Skåne län;12;Kommunal;134;87,3;94,8;222,1;
Dals-Ed;1438;Västra Götalands län;14;Samtliga;44;72,7;84,1;214,0;
Dals-Ed;1438;Västra Götalands län;14;Kommunal;44;72,7;84,1;214,0;
Danderyd;0162;Stockholms län;01;Samtliga;477;92,9;98,1;244,8;
Danderyd;0162;Stockholms län;01;Kommunal;289;92,0;97,9;245,5;
Danderyd;0162;Stockholms län;01;Enskild;188;94,1;~100;243,7;
Degerfors;1862;Örebro län;18;Samtliga;93;62,4;78,5;200,6;
Degerfors;1862;Örebro län;18;Kommunal;93;62,4;78,5;200,6;
Dorotea;2425;Västerbottens län;24;Samtliga;25;96,0;~100;219,4;
Dorotea;2425;Västerbottens län;24;Kommunal;25;96,0;~100;219,4;
Eda;1730;Värmlands län;17;Samtliga;67;77,6;91,0;206,2;
Eda;1730;Värmlands län;17;Kommunal;67;77,6;91,0;206,2;
Ekerö;0125;Stockholms län;01;Samtliga;292;87,3;93,8;232,6;
Ekerö;0125;Stockholms län;01;Kommunal;248;87,1;93,1;228,6;
Ekerö;0125;Stockholms län;01;Enskild;44;88,6;~100;254,7;
Eksjö;0686;Jönköpings län;06;Samtliga;187;64,7;80,7;202,9;
Eksjö;0686;Jönköpings län;06;Kommunal;175;69,1;84,0;209,3;
Eksjö;0686;Jönköpings län;06;Enskild;12;.;..;93,3;
Emmaboda;0862;Kalmar län;08;Samtliga;102;71,6;74,5;196,9;
Emmaboda;0862;Kalmar län;08;Kommunal;102;71,6;74,5;196,9;
Enköping;0381;Uppsala län;03;Samtliga;434;76,3;86,9;205,3;
Enköping;0381;Uppsala län;03;Kommunal;329;73,6;85,7;201,6;
Enköping;0381;Uppsala län;03;Enskild;105;84,8;90,5;217,0;
Eskilstuna;0484;Södermanlands län;04;Samtliga;1 095;75,1;82,6;214,1;
Eskilstuna;0484;Södermanlands län;04;Kommunal;866;70,0;78,1;200,5;
Eskilstuna;0484;Södermanlands län;04;Enskild;229;94,3;100,0;263,5;
Eslöv;1285;Skåne län;12;Samtliga;361;76,2;87,8;211,5;
Eslöv;1285;Skåne län;12;Kommunal;361;76,2;87,8;211,5;
Essunga;1445;Västra Götalands län;14;Samtliga;62;85,5;~100;209,0;
Essunga;1445;Västra Götalands län;14;Kommunal;62;85,5;~100;209,0;
Fagersta;1982;Västmanlands län;19;Samtliga;158;68,4;75,3;189,3;
Fagersta;1982;Västmanlands län;19;Kommunal;135;65,9;71,1;186,5;
Fagersta;1982;Västmanlands län;19;Enskild;23;82,6;100,0;204,1;
Falkenberg;1382;Hallands län;13;Samtliga;453;77,3;85,7;212,0;
Falkenberg;1382;Hallands län;13;Kommunal;402;74,9;84,1;206,6;
Falkenberg;1382;Hallands län;13;Enskild;51;96,1;~100;254,9;
Falköping;1499;Västra Götalands län;14;Samtliga;348;66,4;75,9;193,9;
Falköping;1499;Västra Götalands län;14;Kommunal;346;66,8;76,3;194,9;
Falköping;1499;Västra Götalands län;14;Enskild;..;.;.;..;
Falun;2080;Dalarnas län;20;Samtliga;607;77,1;86,5;211,6;
Falun;2080;Dalarnas län;20;Kommunal;529;76,9;86,2;210,1;
Falun;2080;Dalarnas län;20;Enskild;78;78,2;88,5;222,3;
Filipstad;1782;Värmlands län;17;Samtliga;107;80,4;88,8;208,4;
Filipstad;1782;Värmlands län;17;Kommunal;107;80,4;88,8;208,4;
Finspång;0562;Östergötlands län;05;Samtliga;211;75,8;83,4;203,4;
Finspång;0562;Östergötlands län;05;Kommunal;211;75,8;83,4;203,4;
Flen;0482;Södermanlands län;04;Samtliga;166;62,0;78,3;189,0;
Flen;0482;Södermanlands län;04;Kommunal;163;61,3;77,9;187,7;
Flen;0482;Södermanlands län;04;Enskild;..;..;..;..;
Forshaga;1763;Värmlands län;17;Samtliga;143;72,7;85,3;199,8;
Forshaga;1763;Värmlands län;17;Kommunal;143;72,7;85,3;199,8;
Färgelanda;1439;Västra Götalands län;14;Samtliga;70;68,6;78,6;194,9;
Färgelanda;1439;Västra Götalands län;14;Kommunal;70;68,6;78,6;194,9;
Gagnef;2026;Dalarnas län;20;Samtliga;114;89,5;93,0;216,8;
Gagnef;2026;Dalarnas län;20;Kommunal;114;89,5;93,0;216,8;
Gislaved;0662;Jönköpings län;06;Samtliga;340;68,8;79,4;197,5;
Gislaved;0662;Jönköpings län;06;Kommunal;328;68,3;79,0;196,1;
Gislaved;0662;Jönköpings län;06;Enskild;12;83,3;~100;234,0;
Gnesta;0461;Södermanlands län;04;Samtliga;88;84,1;89,8;212,2;
Gnesta;0461;Södermanlands län;04;Kommunal;84;84,5;90,5;211,3;
Gnesta;0461;Södermanlands län;04;Enskild;..;..;..;..;
Gnosjö;0617;Jönköpings län;06;Samtliga;126;73,8;81,7;199,3;
Gnosjö;0617;Jönköpings län;06;Kommunal;126;73,8;81,7;199,3;
Gotland;0980;Gotlands län;09;Samtliga;487;77,6;86,7;216,0;
Gotland;0980;Gotlands län;09;Kommunal;417;77,7;86,3;214,4;
Gotland;0980;Gotlands län;09;Enskild;70;77,1;88,6;225,7;
Grums;1764;Värmlands län;17;Samtliga;75;77,3;82,7;202,8;
Grums;1764;Värmlands län;17;Kommunal;75;77,3;82,7;202,8;
Grästorp;1444;Västra Götalands län;14;Samtliga;63;77,8;88,9;207,1;
Grästorp;1444;Västra Götalands län;14;Kommunal;63;77,8;88,9;207,1;
Gullspång;1447;Västra Götalands län;14;Samtliga;62;64,5;69,4;189,0;
Gullspång;1447;Västra Götalands län;14;Kommunal;62;64,5;69,4;189,0;
Gällivare;2523;Norrbottens län;25;Samtliga;157;87,3;93,0;225,7;
Gällivare;2523;Norrbottens län;25;Kommunal;136;87,5;92,6;223,9;
Gällivare;2523;Norrbottens län;25;Enskild;21;85,7;~100;238,3;
Gävle;2180;Gävleborgs län;21;Samtliga;1 044;74,0;87,3;207,8;
Gävle;2180;Gävleborgs län;21;Kommunal;712;71,3;84,1;200,2;
Gävle;2180;Gävleborgs län;21;Enskild;332;79,8;94,0;223,8;
Göteborg;1480;Västra Götalands län;14;Samtliga;4 815;73,1;84,7;215,0;
Göteborg;1480;Västra Götalands län;14;Kommunal;3 313;68,8;81,0;206,8;
Göteborg;1480;Västra Götalands län;14;Enskild;1 502;82,9;93,1;233,5;
Götene;1471;Västra Götalands län;14;Samtliga;119;81,5;86,6;202,9;
Götene;1471;Västra Götalands län;14;Kommunal;119;81,5;86,6;202,9;
Habo;0643;Jönköpings län;06;Samtliga;130;85,4;92,3;217,7;
Habo;0643;Jönköpings län;06;Kommunal;130;85,4;92,3;217,7;
Hagfors;1783;Värmlands län;17;Samtliga;120;74,2;85,0;193,9;
Hagfors;1783;Värmlands län;17;Kommunal;120;74,2;85,0;193,9;
Hallsberg;1861;Örebro län;18;Samtliga;168;71,4;83,3;202,3;
Hallsberg;1861;Örebro län;18;Kommunal;168;71,4;83,3;202,3;
Hallstahammar;1961;Västmanlands län;19;Samtliga;162;77,2;82,7;211,6;
Hallstahammar;1961;Västmanlands län;19;Kommunal;162;77,2;82,7;211,6;
Halmstad;1380;Hallands län;13;Samtliga;874;85,9;92,2;216,7;
Halmstad;1380;Hallands län;13;Kommunal;796;85,4;92,0;215,2;
Halmstad;1380;Hallands län;13;Enskild;78;91,0;~100;232,1;
Hammarö;1761;Värmlands län;17;Samtliga;160;93,1;95,6;239,6;
Hammarö;1761;Värmlands län;17;Kommunal;160;93,1;95,6;239,6;
Haninge;0136;Stockholms län;01;Samtliga;737;72,3;83,0;205,6;
Haninge;0136;Stockholms län;01;Kommunal;623;71,6;81,2;203,5;
Haninge;0136;Stockholms län;01;Enskild;114;76,3;93,0;217,0;
Haparanda;2583;Norrbottens län;25;Samtliga;115;64,3;74,8;202,0;
Haparanda;2583;Norrbottens län;25;Kommunal;115;64,3;74,8;202,0;
Heby;0331;Uppsala län;03;Samtliga;128;78,9;89,8;207,6;
Heby;0331;Uppsala län;03;Kommunal;128;78,9;89,8;207,6;
Hedemora;2083;Dalarnas län;20;Samtliga;151;84,8;88,7;212,9;
Hedemora;2083;Dalarnas län;20;Kommunal;126;84,9;88,9;214,8;
Hedemora;2083;Dalarnas län;20;Enskild;25;84,0;~100;203,3;
Helsingborg;1283;Skåne län;12;Samtliga;1 346;79,1;87,2;219,4;
Helsingborg;1283;Skåne län;12;Kommunal;838;76,0;84,7;217,1;
Helsingborg;1283;Skåne län;12;Enskild;508;84,3;91,3;223,2;
Herrljunga;1466;Västra Götalands län;14;Samtliga;90;76,7;88,9;210,9;
Herrljunga;1466;Västra Götalands län;14;Kommunal;90;76,7;88,9;210,9;
Hjo;1497;Västra Götalands län;14;Samtliga;87;85,1;90,8;212,3;
Hjo;1497;Västra Götalands län;14;Kommunal;87;85,1;90,8;212,3;
Hofors;2104;Gävleborgs län;21;Samtliga;98;68,4;75,5;194,4;
Hofors;2104;Gävleborgs län;21;Kommunal;98;68,4;75,5;194,4;
Huddinge;0126;Stockholms län;01;Samtliga;1 067;83,4;90,3;222,8;
Huddinge;0126;Stockholms län;01;Kommunal;961;83,1;89,7;221,0;
Huddinge;0126;Stockholms län;01;Enskild;106;85,8;95,3;238,8;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;398;70,4;84,7;203,2;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;355;71,5;83,4;203,3;
Hudiksvall;2184;Gävleborgs län;21;Enskild;43;60,5;~100;202,0;
Hultsfred;0860;Kalmar län;08;Samtliga;121;82,6;85,1;215,5;
Hultsfred;0860;Kalmar län;08;Kommunal;103;83,5;86,4;216,4;
Hultsfred;0860;Kalmar län;08;Enskild;18;77,8;~100;210,4;
Hylte;1315;Hallands län;13;Samtliga;104;80,8;93,3;222,8;
Hylte;1315;Hallands län;13;Kommunal;101;80,2;93,1;220,3;
Hylte;1315;Hallands län;13;Enskild;..;..;..;..;
Håbo;0305;Uppsala län;03;Samtliga;230;72,6;93,0;208,9;
Håbo;0305;Uppsala län;03;Kommunal;186;67,7;91,4;202,2;
Håbo;0305;Uppsala län;03;Enskild;44;93,2;100,0;237,5;
Hällefors;1863;Örebro län;18;Samtliga;76;61,8;78,9;192,4;
Hällefors;1863;Örebro län;18;Kommunal;76;61,8;78,9;192,4;
Härjedalen;2361;Jämtlands län;23;Samtliga;96;70,8;80,2;202,7;
Härjedalen;2361;Jämtlands län;23;Kommunal;96;70,8;80,2;202,7;
Härnösand;2280;Västernorrlands län;22;Samtliga;254;79,5;85,8;205,4;
Härnösand;2280;Västernorrlands län;22;Kommunal;246;78,9;85,4;203,7;
Härnösand;2280;Västernorrlands län;22;Enskild;..;..;..;..;
Härryda;1401;Västra Götalands län;14;Samtliga;428;87,9;95,6;232,2;
Härryda;1401;Västra Götalands län;14;Kommunal;348;85,9;94,8;226,4;
Härryda;1401;Västra Götalands län;14;Enskild;80;96,3;~100;257,5;
Hässleholm;1293;Skåne län;12;Samtliga;537;75,6;84,4;203,5;
Hässleholm;1293;Skåne län;12;Kommunal;537;75,6;84,4;203,5;
Höganäs;1284;Skåne län;12;Samtliga;271;84,9;93,4;223,7;
Höganäs;1284;Skåne län;12;Kommunal;237;84,8;93,7;222,9;
Höganäs;1284;Skåne län;12;Enskild;34;85,3;~100;229,0;
Högsby;0821;Kalmar län;08;Samtliga;70;77,1;82,9;208,2;
Högsby;0821;Kalmar län;08;Kommunal;70;77,1;82,9;208,2;
Hörby;1266;Skåne län;12;Samtliga;168;69,6;85,1;197,8;
Hörby;1266;Skåne län;12;Kommunal;155;67,7;83,9;195,4;
Hörby;1266;Skåne län;12;Enskild;13;92,3;100,0;225,0;
Höör;1267;Skåne län;12;Samtliga;164;71,3;86,0;208,0;
Höör;1267;Skåne län;12;Kommunal;143;69,9;84,6;204,1;
Höör;1267;Skåne län;12;Enskild;21;81,0;~100;233,9;
Jokkmokk;2510;Norrbottens län;25;Samtliga;54;77,8;90,7;218,3;
Jokkmokk;2510;Norrbottens län;25;Kommunal;40;77,5;~100;219,4;
Jokkmokk;2510;Norrbottens län;25;Enskild;14;78,6;~100;215,0;
Järfälla;0123;Stockholms län;01;Samtliga;709;76,4;88,7;218,4;
Järfälla;0123;Stockholms län;01;Kommunal;546;72,0;86,1;210,7;
Järfälla;0123;Stockholms län;01;Enskild;163;91,4;~100;244,0;
Jönköping;0680;Jönköpings län;06;Samtliga;1 440;75,5;85,8;212,1;
Jönköping;0680;Jönköpings län;06;Kommunal;1 173;75,4;85,3;209,5;
Jönköping;0680;Jönköpings län;06;Enskild;267;76,0;87,6;223,7;
Kalix;2514;Norrbottens län;25;Samtliga;173;80,3;89,6;210,9;
Kalix;2514;Norrbottens län;25;Kommunal;165;81,2;89,1;209,8;
Kalix;2514;Norrbottens län;25;Enskild;..;..;..;..;
Kalmar;0880;Kalmar län;08;Samtliga;594;81,3;89,2;210,3;
Kalmar;0880;Kalmar län;08;Kommunal;505;80,6;88,9;206,9;
Kalmar;0880;Kalmar län;08;Enskild;89;85,4;91,0;229,5;
Karlsborg;1446;Västra Götalands län;14;Samtliga;61;91,8;~100;213,2;
Karlsborg;1446;Västra Götalands län;14;Kommunal;61;91,8;~100;213,2;
Karlshamn;1082;Blekinge län;10;Samtliga;329;72,3;88,4;209,9;
Karlshamn;1082;Blekinge län;10;Kommunal;292;71,6;88,0;208,3;
Karlshamn;1082;Blekinge län;10;Enskild;37;78,4;~100;222,8;
Karlskoga;1883;Örebro län;18;Samtliga;331;69,8;81,3;199,8;
Karlskoga;1883;Örebro län;18;Kommunal;331;69,8;81,3;199,8;
Karlskrona;1080;Blekinge län;10;Samtliga;649;79,8;87,8;211,8;
Karlskrona;1080;Blekinge län;10;Kommunal;458;77,5;84,5;207,1;
Karlskrona;1080;Blekinge län;10;Enskild;191;85,3;95,8;222,8;
Karlstad;1780;Värmlands län;17;Samtliga;868;82,9;90,7;215,1;
Karlstad;1780;Värmlands län;17;Kommunal;728;80,4;89,1;209,0;
Karlstad;1780;Värmlands län;17;Enskild;140;96,4;~100;246,5;
Katrineholm;0483;Södermanlands län;04;Samtliga;370;63,2;76,8;194,0;
Katrineholm;0483;Södermanlands län;04;Kommunal;314;62,1;76,8;193,7;
Katrineholm;0483;Södermanlands län;04;Enskild;56;69,6;76,8;195,8;
Kil;1715;Värmlands län;17;Samtliga;140;65,0;83,6;200,2;
Kil;1715;Värmlands län;17;Kommunal;140;65,0;83,6;200,2;
Kinda;0513;Östergötlands län;05;Samtliga;92;87,0;92,4;204,8;
Kinda;0513;Östergötlands län;05;Kommunal;92;87,0;92,4;204,8;
Kiruna;2584;Norrbottens län;25;Samtliga;267;78,3;82,8;210,4;
Kiruna;2584;Norrbottens län;25;Kommunal;245;76,3;81,2;206,6;
Kiruna;2584;Norrbottens län;25;Enskild;22;100,0;100,0;252,4;
Klippan;1276;Skåne län;12;Samtliga;164;75,6;82,3;205,3;
Klippan;1276;Skåne län;12;Kommunal;155;75,5;82,6;205,5;
Klippan;1276;Skåne län;12;Enskild;..;..;..;..;
Knivsta;0330;Uppsala län;03;Samtliga;133;85,7;90,2;223,3;
Knivsta;0330;Uppsala län;03;Kommunal;120;86,7;90,8;221,7;
Knivsta;0330;Uppsala län;03;Enskild;13;76,9;~100;237,5;
Kramfors;2282;Västernorrlands län;22;Samtliga;197;76,1;84,3;212,5;
Kramfors;2282;Västernorrlands län;22;Kommunal;197;76,1;84,3;212,5;
Kristianstad;1290;Skåne län;12;Samtliga;839;75,6;86,4;210,9;
Kristianstad;1290;Skåne län;12;Kommunal;752;74,3;85,4;210,6;
Kristianstad;1290;Skåne län;12;Enskild;87;86,2;~100;213,4;
Kristinehamn;1781;Värmlands län;17;Samtliga;252;74,2;84,1;202,4;
Kristinehamn;1781;Värmlands län;17;Kommunal;252;74,2;84,1;202,4;
Krokom;2309;Jämtlands län;23;Samtliga;146;82,9;87,7;210,9;
Krokom;2309;Jämtlands län;23;Kommunal;146;82,9;87,7;210,9;
Kumla;1881;Örebro län;18;Samtliga;241;76,8;84,6;207,6;
Kumla;1881;Örebro län;18;Kommunal;241;76,8;84,6;207,6;
Kungsbacka;1384;Hallands län;13;Samtliga;957;88,2;93,9;227,9;
Kungsbacka;1384;Hallands län;13;Kommunal;850;87,1;93,5;225,7;
Kungsbacka;1384;Hallands län;13;Enskild;107;97,2;~100;245,2;
Kungsör;1960;Västmanlands län;19;Samtliga;79;68,4;79,7;189,2;
Kungsör;1960;Västmanlands län;19;Kommunal;79;68,4;79,7;189,2;
Kungälv;1482;Västra Götalands län;14;Samtliga;435;83,0;92,2;214,6;
Kungälv;1482;Västra Götalands län;14;Kommunal;358;81,6;91,1;211,4;
Kungälv;1482;Västra Götalands län;14;Enskild;77;89,6;~100;229,7;
Kävlinge;1261;Skåne län;12;Samtliga;284;82,0;93,3;217,0;
Kävlinge;1261;Skåne län;12;Kommunal;218;80,7;92,2;216,9;
Kävlinge;1261;Skåne län;12;Enskild;66;86,4;~100;217,3;
Köping;1983;Västmanlands län;19;Samtliga;270;73,0;87,0;205,3;
Köping;1983;Västmanlands län;19;Kommunal;270;73,0;87,0;205,3;
Laholm;1381;Hallands län;13;Samtliga;225;81,3;88,9;215,3;
Laholm;1381;Hallands län;13;Kommunal;225;81,3;88,9;215,3;
Landskrona;1282;Skåne län;12;Samtliga;466;72,5;82,2;213,6;
Landskrona;1282;Skåne län;12;Kommunal;380;70,0;79,2;209,3;
Landskrona;1282;Skåne län;12;Enskild;86;83,7;~100;232,2;
Laxå;1860;Örebro län;18;Samtliga;50;74,0;84,0;206,4;
Laxå;1860;Örebro län;18;Kommunal;50;74,0;84,0;206,4;
Lekeberg;1814;Örebro län;18;Samtliga;75;74,7;92,0;201,8;
Lekeberg;1814;Örebro län;18;Kommunal;75;74,7;92,0;201,8;
Leksand;2029;Dalarnas län;20;Samtliga;180;80,6;88,9;215,8;
Leksand;2029;Dalarnas län;20;Kommunal;176;80,1;88,6;214,7;
Leksand;2029;Dalarnas län;20;Enskild;..;..;..;..;
Lerum;1441;Västra Götalands län;14;Samtliga;462;84,2;92,4;221,0;
Lerum;1441;Västra Götalands län;14;Kommunal;432;83,6;92,1;219,8;
Lerum;1441;Västra Götalands län;14;Enskild;30;93,3;~100;237,4;
Lessebo;0761;Kronobergs län;07;Samtliga;83;75,9;84,3;199,7;
Lessebo;0761;Kronobergs län;07;Kommunal;83;75,9;84,3;199,7;
Lidingö;0186;Stockholms län;01;Samtliga;460;92,4;97,6;250,1;
Lidingö;0186;Stockholms län;01;Kommunal;407;92,1;97,5;247,3;
Lidingö;0186;Stockholms län;01;Enskild;53;94,3;~100;271,4;
Lidköping;1494;Västra Götalands län;14;Samtliga;412;84,7;91,0;220,0;
Lidköping;1494;Västra Götalands län;14;Kommunal;377;84,6;90,7;220,9;
Lidköping;1494;Västra Götalands län;14;Enskild;35;85,7;~100;210,9;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;141;66,0;80,1;196,1;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;128;64,1;78,9;192,2;
Lilla Edet;1462;Västra Götalands län;14;Enskild;13;84,6;~100;232,5;
Lindesberg;1885;Örebro län;18;Samtliga;266;61,7;75,9;191,5;
Lindesberg;1885;Örebro län;18;Kommunal;266;61,7;75,9;191,5;
Linköping;0580;Östergötlands län;05;Samtliga;1 473;79,1;88,1;217,8;
Linköping;0580;Östergötlands län;05;Kommunal;1 064;76,8;86,0;212,3;
Linköping;0580;Östergötlands län;05;Enskild;409;85,1;93,4;232,0;
Ljungby;0781;Kronobergs län;07;Samtliga;296;86,5;93,2;225,3;
Ljungby;0781;Kronobergs län;07;Kommunal;279;86,4;93,2;225,3;
Ljungby;0781;Kronobergs län;07;Enskild;17;88,2;~100;225,1;
Ljusdal;2161;Gävleborgs län;21;Samtliga;180;76,7;86,1;203,5;
Ljusdal;2161;Gävleborgs län;21;Kommunal;124;71,0;83,1;196,7;
Ljusdal;2161;Gävleborgs län;21;Enskild;56;89,3;~100;218,4;
Ljusnarsberg;1864;Örebro län;18;Samtliga;51;47,1;76,5;174,4;
Ljusnarsberg;1864;Örebro län;18;Kommunal;51;47,1;76,5;174,4;
Lomma;1262;Skåne län;12;Samtliga;259;91,9;95,4;236,8;
Lomma;1262;Skåne län;12;Kommunal;239;92,5;95,8;236,6;
Lomma;1262;Skåne län;12;Enskild;20;85,0;~100;239,4;
Ludvika;2085;Dalarnas län;20;Samtliga;282;69,1;80,9;190,0;
Ludvika;2085;Dalarnas län;20;Kommunal;282;69,1;80,9;190,0;
Luleå;2580;Norrbottens län;25;Samtliga;708;89,0;93,5;225,0;
Luleå;2580;Norrbottens län;25;Kommunal;594;88,2;93,3;223,0;
Luleå;2580;Norrbottens län;25;Enskild;114;93,0;94,7;234,9;
Lund;1281;Skåne län;12;Samtliga;1 069;85,3;91,8;236,2;
Lund;1281;Skåne län;12;Kommunal;893;83,9;90,9;233,5;
Lund;1281;Skåne län;12;Enskild;176;92,6;96,0;250,0;
Lycksele;2481;Västerbottens län;24;Samtliga;134;76,9;90,3;207,1;
Lycksele;2481;Västerbottens län;24;Kommunal;134;76,9;90,3;207,1;
Lysekil;1484;Västra Götalands län;14;Samtliga;142;71,1;80,3;206,9;
Lysekil;1484;Västra Götalands län;14;Kommunal;142;71,1;80,3;206,9;
Malmö;1280;Skåne län;12;Samtliga;2 567;68,0;79,5;211,4;
Malmö;1280;Skåne län;12;Kommunal;2 112;65,4;77,2;206,6;
Malmö;1280;Skåne län;12;Enskild;455;81,3;91,0;235,5;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;82;91,5;92,7;223,6;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;82;91,5;92,7;223,6;
Malå;2418;Västerbottens län;24;Samtliga;29;79,3;~100;210,4;
Malå;2418;Västerbottens län;24;Kommunal;29;79,3;~100;210,4;
Mariestad;1493;Västra Götalands län;14;Samtliga;237;78,5;88,2;211,1;
Mariestad;1493;Västra Götalands län;14;Kommunal;191;73,8;85,3;209,1;
Mariestad;1493;Västra Götalands län;14;Enskild;46;97,8;100,0;219,1;
Mark;1463;Västra Götalands län;14;Samtliga;408;75,7;87,0;211,3;
Mark;1463;Västra Götalands län;14;Kommunal;383;77,0;87,7;213,2;
Mark;1463;Västra Götalands län;14;Enskild;25;56,0;76,0;182,7;
Markaryd;0767;Kronobergs län;07;Samtliga;99;74,7;80,8;201,6;
