Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2011/12

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (16);
Bjurholm;2403;Västerbottens län;24;Samtliga;29;72,4;~100;206,6;
Bjurholm;2403;Västerbottens län;24;Kommunal;29;72,4;~100;206,6;
Bjuv;1260;Skåne län;12;Samtliga;160;60,0;86,9;189,6;
Bjuv;1260;Skåne län;12;Kommunal;132;56,1;87,1;184,1;
Bjuv;1260;Skåne län;12;Enskild;28;78,6;~100;215,5;
Boden;2582;Norrbottens län;25;Samtliga;275;83,6;89,8;212,2;
Boden;2582;Norrbottens län;25;Kommunal;240;83,3;90,0;211,2;
Boden;2582;Norrbottens län;25;Enskild;35;85,7;~100;218,9;
Bollebygd;1443;Västra Götalands län;14;Samtliga;85;87,1;~100;212,9;
Bollebygd;1443;Västra Götalands län;14;Kommunal;85;87,1;~100;212,9;
Bollnäs;2183;Gävleborgs län;21;Samtliga;283;81,3;86,2;202,2;
Bollnäs;2183;Gävleborgs län;21;Kommunal;162;71,0;77,8;190,6;
Bollnäs;2183;Gävleborgs län;21;Enskild;121;95,0;~100;217,4;
Borgholm;0885;Kalmar län;08;Samtliga;101;69,3;83,2;199,0;
Borgholm;0885;Kalmar län;08;Kommunal;101;69,3;83,2;199,0;
Borlänge;2081;Dalarnas län;20;Samtliga;599;67,9;84,6;195,3;
Borlänge;2081;Dalarnas län;20;Kommunal;578;69,6;85,6;197,8;
Borlänge;2081;Dalarnas län;20;Enskild;21;..;57,1;123,5;
Borås;1490;Västra Götalands län;14;Samtliga;1 059;79,6;88,9;213,9;
Borås;1490;Västra Götalands län;14;Kommunal;888;77,8;87,6;210,1;
Borås;1490;Västra Götalands län;14;Enskild;171;88,9;95,3;233,4;
Botkyrka;0127;Stockholms län;01;Samtliga;936;70,3;80,9;203,1;
Botkyrka;0127;Stockholms län;01;Kommunal;775;67,4;77,9;194,8;
Botkyrka;0127;Stockholms län;01;Enskild;161;84,5;95,0;242,7;
Boxholm;0560;Östergötlands län;05;Samtliga;68;69,1;86,8;195,3;
Boxholm;0560;Östergötlands län;05;Kommunal;68;69,1;86,8;195,3;
Bromölla;1272;Skåne län;12;Samtliga;128;74,2;93,8;204,9;
Bromölla;1272;Skåne län;12;Kommunal;128;74,2;93,8;204,9;
Bräcke;2305;Jämtlands län;23;Samtliga;70;71,4;87,1;203,1;
Bräcke;2305;Jämtlands län;23;Kommunal;70;71,4;87,1;203,1;
Burlöv;1231;Skåne län;12;Samtliga;161;67,7;82,0;203,7;
Burlöv;1231;Skåne län;12;Kommunal;161;67,7;82,0;203,7;
Båstad;1278;Skåne län;12;Samtliga;148;89,9;95,9;215,2;
Båstad;1278;Skåne län;12;Kommunal;148;89,9;95,9;215,2;
Dals-Ed;1438;Västra Götalands län;14;Samtliga;45;75,6;84,4;188,6;
Dals-Ed;1438;Västra Götalands län;14;Kommunal;45;75,6;84,4;188,6;
Danderyd;0162;Stockholms län;01;Samtliga;446;96,4;~100;261,3;
Danderyd;0162;Stockholms län;01;Kommunal;269;95,9;~100;257,0;
Danderyd;0162;Stockholms län;01;Enskild;177;97,2;~100;267,9;
Degerfors;1862;Örebro län;18;Samtliga;110;75,5;84,5;188,7;
Degerfors;1862;Örebro län;18;Kommunal;110;75,5;84,5;188,7;
Dorotea;2425;Västerbottens län;24;Samtliga;26;88,5;~100;211,3;
Dorotea;2425;Västerbottens län;24;Kommunal;26;88,5;~100;211,3;
Eda;1730;Värmlands län;17;Samtliga;101;83,2;87,1;205,1;
Eda;1730;Värmlands län;17;Kommunal;101;83,2;87,1;205,1;
Ekerö;0125;Stockholms län;01;Samtliga;268;85,4;93,7;226,9;
Ekerö;0125;Stockholms län;01;Kommunal;235;84,7;93,6;223,6;
Ekerö;0125;Stockholms län;01;Enskild;33;90,9;~100;251,1;
Eksjö;0686;Jönköpings län;06;Samtliga;169;79,9;87,6;210,0;
Eksjö;0686;Jönköpings län;06;Kommunal;163;82,8;89,6;213,9;
Eksjö;0686;Jönköpings län;06;Enskild;..;.;..;..;
Emmaboda;0862;Kalmar län;08;Samtliga;96;76,0;85,4;198,9;
Emmaboda;0862;Kalmar län;08;Kommunal;96;76,0;85,4;198,9;
Enköping;0381;Uppsala län;03;Samtliga;464;82,1;91,4;207,8;
Enköping;0381;Uppsala län;03;Kommunal;373;81,2;90,6;205,4;
Enköping;0381;Uppsala län;03;Enskild;91;85,7;94,5;217,3;
Eskilstuna;0484;Södermanlands län;04;Samtliga;1 105;76,7;86,2;207,9;
Eskilstuna;0484;Södermanlands län;04;Kommunal;935;73,2;83,9;197,7;
Eskilstuna;0484;Södermanlands län;04;Enskild;170;95,9;~100;263,2;
Eslöv;1285;Skåne län;12;Samtliga;363;73,6;82,4;201,3;
Eslöv;1285;Skåne län;12;Kommunal;363;73,6;82,4;201,3;
Essunga;1445;Västra Götalands län;14;Samtliga;71;84,5;87,3;217,9;
Essunga;1445;Västra Götalands län;14;Kommunal;71;84,5;87,3;217,9;
Fagersta;1982;Västmanlands län;19;Samtliga;128;72,7;85,9;193,8;
Fagersta;1982;Västmanlands län;19;Kommunal;109;73,4;85,3;194,6;
Fagersta;1982;Västmanlands län;19;Enskild;19;68,4;~100;189,5;
Falkenberg;1382;Hallands län;13;Samtliga;517;75,0;86,3;200,4;
Falkenberg;1382;Hallands län;13;Kommunal;491;74,5;85,7;198,5;
Falkenberg;1382;Hallands län;13;Enskild;26;84,6;~100;236,0;
Falköping;1499;Västra Götalands län;14;Samtliga;343;74,1;83,7;201,8;
Falköping;1499;Västra Götalands län;14;Kommunal;341;74,5;84,2;202,6;
Falköping;1499;Västra Götalands län;14;Enskild;..;.;.;..;
Falun;2080;Dalarnas län;20;Samtliga;655;81,4;89,0;209,3;
Falun;2080;Dalarnas län;20;Kommunal;580;81,7;89,1;207,6;
Falun;2080;Dalarnas län;20;Enskild;75;78,7;88,0;222,0;
Filipstad;1782;Värmlands län;17;Samtliga;105;74,3;86,7;212,2;
Filipstad;1782;Värmlands län;17;Kommunal;105;74,3;86,7;212,2;
Finspång;0562;Östergötlands län;05;Samtliga;228;71,9;82,5;201,2;
Finspång;0562;Östergötlands län;05;Kommunal;228;71,9;82,5;201,2;
Flen;0482;Södermanlands län;04;Samtliga;174;63,8;79,9;199,0;
Flen;0482;Södermanlands län;04;Kommunal;168;63,7;79,8;198,2;
Flen;0482;Södermanlands län;04;Enskild;..;..;..;..;
Forshaga;1763;Värmlands län;17;Samtliga;137;70,8;86,1;187,6;
Forshaga;1763;Värmlands län;17;Kommunal;137;70,8;86,1;187,6;
Färgelanda;1439;Västra Götalands län;14;Samtliga;72;63,9;83,3;190,0;
Färgelanda;1439;Västra Götalands län;14;Kommunal;72;63,9;83,3;190,0;
Gagnef;2026;Dalarnas län;20;Samtliga;123;80,5;87,8;208,4;
Gagnef;2026;Dalarnas län;20;Kommunal;123;80,5;87,8;208,4;
Gislaved;0662;Jönköpings län;06;Samtliga;363;76,9;89,8;203,6;
Gislaved;0662;Jönköpings län;06;Kommunal;353;76,5;89,8;202,4;
Gislaved;0662;Jönköpings län;06;Enskild;10;..;..;244,0;
Gnesta;0461;Södermanlands län;04;Samtliga;120;78,3;91,7;206,4;
Gnesta;0461;Södermanlands län;04;Kommunal;116;79,3;91,4;207,5;
Gnesta;0461;Södermanlands län;04;Enskild;..;..;..;..;
Gnosjö;0617;Jönköpings län;06;Samtliga;128;78,1;79,7;199,4;
Gnosjö;0617;Jönköpings län;06;Kommunal;128;78,1;79,7;199,4;
Gotland;0980;Gotlands län;09;Samtliga;609;73,8;86,7;208,3;
Gotland;0980;Gotlands län;09;Kommunal;529;72,6;86,0;208,2;
Gotland;0980;Gotlands län;09;Enskild;80;82,3;91,1;209,2;
Grums;1764;Värmlands län;17;Samtliga;88;63,6;78,4;176,6;
Grums;1764;Värmlands län;17;Kommunal;88;63,6;78,4;176,6;
Grästorp;1444;Västra Götalands län;14;Samtliga;67;71,6;91,0;204,1;
Grästorp;1444;Västra Götalands län;14;Kommunal;67;71,6;91,0;204,1;
Gullspång;1447;Västra Götalands län;14;Samtliga;51;56,9;74,5;173,0;
Gullspång;1447;Västra Götalands län;14;Kommunal;51;56,9;74,5;173,0;
Gällivare;2523;Norrbottens län;25;Samtliga;185;83,2;90,3;220,1;
Gällivare;2523;Norrbottens län;25;Kommunal;166;81,9;89,2;217,8;
Gällivare;2523;Norrbottens län;25;Enskild;19;94,7;100,0;240,0;
Gävle;2180;Gävleborgs län;21;Samtliga;1 054;73,0;88,9;207,6;
Gävle;2180;Gävleborgs län;21;Kommunal;744;68,4;85,5;197,8;
Gävle;2180;Gävleborgs län;21;Enskild;310;83,9;97,1;231,0;
Göteborg;1480;Västra Götalands län;14;Samtliga;4 774;71,4;84,6;213,5;
Göteborg;1480;Västra Götalands län;14;Kommunal;3 441;68,0;82,0;206,9;
Göteborg;1480;Västra Götalands län;14;Enskild;1 333;81,0;91,7;231,6;
Götene;1471;Västra Götalands län;14;Samtliga;158;74,1;84,2;197,0;
Götene;1471;Västra Götalands län;14;Kommunal;158;74,1;84,2;197,0;
Habo;0643;Jönköpings län;06;Samtliga;131;88,5;91,6;214,2;
Habo;0643;Jönköpings län;06;Kommunal;131;88,5;91,6;214,2;
Hagfors;1783;Värmlands län;17;Samtliga;127;76,4;86,6;191,6;
Hagfors;1783;Värmlands län;17;Kommunal;127;76,4;86,6;191,6;
Hallsberg;1861;Örebro län;18;Samtliga;177;67,2;76,8;192,9;
Hallsberg;1861;Örebro län;18;Kommunal;177;67,2;76,8;192,9;
Hallstahammar;1961;Västmanlands län;19;Samtliga;164;78,7;88,4;215,5;
Hallstahammar;1961;Västmanlands län;19;Kommunal;164;78,7;88,4;215,5;
Halmstad;1380;Hallands län;13;Samtliga;928;83,1;91,2;211,6;
Halmstad;1380;Hallands län;13;Kommunal;857;82,3;90,7;210,5;
Halmstad;1380;Hallands län;13;Enskild;71;93,0;~100;226,0;
Hammarö;1761;Värmlands län;17;Samtliga;194;94,3;97,4;227,5;
Hammarö;1761;Värmlands län;17;Kommunal;194;94,3;97,4;227,5;
Haninge;0136;Stockholms län;01;Samtliga;745;67,4;81,2;202,2;
Haninge;0136;Stockholms län;01;Kommunal;641;66,8;80,7;200,7;
Haninge;0136;Stockholms län;01;Enskild;104;71,2;84,6;211,3;
Haparanda;2583;Norrbottens län;25;Samtliga;104;81,7;87,5;206,6;
Haparanda;2583;Norrbottens län;25;Kommunal;104;81,7;87,5;206,6;
Heby;0331;Uppsala län;03;Samtliga;156;74,4;87,8;205,8;
Heby;0331;Uppsala län;03;Kommunal;156;74,4;87,8;205,8;
Hedemora;2083;Dalarnas län;20;Samtliga;192;77,2;82,1;198,6;
Hedemora;2083;Dalarnas län;20;Kommunal;153;79,1;84,3;198,0;
Hedemora;2083;Dalarnas län;20;Enskild;39;67,7;71,0;201,3;
Helsingborg;1283;Skåne län;12;Samtliga;1 370;77,2;85,3;214,3;
Helsingborg;1283;Skåne län;12;Kommunal;943;73,8;82,2;210,9;
Helsingborg;1283;Skåne län;12;Enskild;427;84,5;92,0;221,8;
Herrljunga;1466;Västra Götalands län;14;Samtliga;108;76,9;88,0;205,3;
Herrljunga;1466;Västra Götalands län;14;Kommunal;108;76,9;88,0;205,3;
Hjo;1497;Västra Götalands län;14;Samtliga;97;68,0;83,5;198,1;
Hjo;1497;Västra Götalands län;14;Kommunal;97;68,0;83,5;198,1;
Hofors;2104;Gävleborgs län;21;Samtliga;88;68,2;85,2;195,8;
Hofors;2104;Gävleborgs län;21;Kommunal;88;68,2;85,2;195,8;
Huddinge;0126;Stockholms län;01;Samtliga;1 134;80,5;88,9;214,9;
Huddinge;0126;Stockholms län;01;Kommunal;1 008;80,1;88,6;212,7;
Huddinge;0126;Stockholms län;01;Enskild;126;84,1;91,3;232,6;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;393;77,9;85,4;201,0;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;349;78,2;85,4;200,1;
Hudiksvall;2184;Gävleborgs län;21;Enskild;44;75,6;85,4;208,9;
Hultsfred;0860;Kalmar län;08;Samtliga;140;77,9;85,7;208,4;
Hultsfred;0860;Kalmar län;08;Kommunal;126;78,6;86,5;209,9;
Hultsfred;0860;Kalmar län;08;Enskild;14;71,4;~100;195,0;
Hylte;1315;Hallands län;13;Samtliga;127;63,8;82,7;197,6;
Hylte;1315;Hallands län;13;Kommunal;118;61,0;81,4;192,8;
Hylte;1315;Hallands län;13;Enskild;..;..;..;..;
Håbo;0305;Uppsala län;03;Samtliga;215;82,3;93,0;205,9;
Håbo;0305;Uppsala län;03;Kommunal;164;79,9;93,3;202,0;
Håbo;0305;Uppsala län;03;Enskild;51;90,2;~100;218,3;
Hällefors;1863;Örebro län;18;Samtliga;80;68,8;78,8;191,5;
Hällefors;1863;Örebro län;18;Kommunal;80;68,8;78,8;191,5;
Härjedalen;2361;Jämtlands län;23;Samtliga;105;78,1;84,8;207,4;
Härjedalen;2361;Jämtlands län;23;Kommunal;105;78,1;84,8;207,4;
Härnösand;2280;Västernorrlands län;22;Samtliga;263;73,4;89,4;203,4;
Härnösand;2280;Västernorrlands län;22;Kommunal;254;74,4;90,2;204,0;
Härnösand;2280;Västernorrlands län;22;Enskild;..;..;..;..;
Härryda;1401;Västra Götalands län;14;Samtliga;474;86,5;93,2;215,9;
Härryda;1401;Västra Götalands län;14;Kommunal;454;85,9;93,0;215,9;
Härryda;1401;Västra Götalands län;14;Enskild;20;100,0;100,0;216,3;
Hässleholm;1293;Skåne län;12;Samtliga;577;75,6;86,8;198,8;
Hässleholm;1293;Skåne län;12;Kommunal;577;75,6;86,8;198,8;
Höganäs;1284;Skåne län;12;Samtliga;290;90,0;94,5;231,2;
Höganäs;1284;Skåne län;12;Kommunal;243;90,1;94,7;231,0;
Höganäs;1284;Skåne län;12;Enskild;47;89,4;~100;232,0;
Högsby;0821;Kalmar län;08;Samtliga;57;71,9;84,2;187,5;
Högsby;0821;Kalmar län;08;Kommunal;57;71,9;84,2;187,5;
Hörby;1266;Skåne län;12;Samtliga;156;76,9;94,2;209,3;
Hörby;1266;Skåne län;12;Kommunal;155;76,8;94,2;209,2;
Hörby;1266;Skåne län;12;Enskild;..;..;..;..;
Höör;1267;Skåne län;12;Samtliga;179;78,8;88,3;208,1;
Höör;1267;Skåne län;12;Kommunal;159;76,1;86,8;203,1;
Höör;1267;Skåne län;12;Enskild;20;100,0;100,0;248,3;
Jokkmokk;2510;Norrbottens län;25;Samtliga;63;77,8;84,1;202,4;
Jokkmokk;2510;Norrbottens län;25;Kommunal;57;75,4;82,5;201,0;
Jokkmokk;2510;Norrbottens län;25;Enskild;..;..;..;..;
Järfälla;0123;Stockholms län;01;Samtliga;750;80,8;92,1;221,3;
Järfälla;0123;Stockholms län;01;Kommunal;583;78,6;90,7;218,0;
Järfälla;0123;Stockholms län;01;Enskild;167;88,6;97,0;232,8;
Jönköping;0680;Jönköpings län;06;Samtliga;1 408;78,7;87,7;209,7;
Jönköping;0680;Jönköpings län;06;Kommunal;1 158;77,5;87,2;206,6;
Jönköping;0680;Jönköpings län;06;Enskild;250;84,4;90,0;223,8;
Kalix;2514;Norrbottens län;25;Samtliga;162;76,5;84,6;201,5;
Kalix;2514;Norrbottens län;25;Kommunal;134;76,9;85,1;198,9;
Kalix;2514;Norrbottens län;25;Enskild;28;75,0;82,1;213,4;
Kalmar;0880;Kalmar län;08;Samtliga;690;79,6;87,6;204,0;
Kalmar;0880;Kalmar län;08;Kommunal;603;78,3;86,9;201,3;
Kalmar;0880;Kalmar län;08;Enskild;87;91,0;~100;227,8;
Karlsborg;1446;Västra Götalands län;14;Samtliga;65;89,2;~100;208,7;
Karlsborg;1446;Västra Götalands län;14;Kommunal;65;89,2;~100;208,7;
Karlshamn;1082;Blekinge län;10;Samtliga;333;75,4;83,8;207,4;
Karlshamn;1082;Blekinge län;10;Kommunal;329;76,0;84,2;207,3;
Karlshamn;1082;Blekinge län;10;Enskild;..;..;..;..;
Karlskoga;1883;Örebro län;18;Samtliga;310;75,2;83,2;197,3;
Karlskoga;1883;Örebro län;18;Kommunal;310;75,2;83,2;197,3;
Karlskrona;1080;Blekinge län;10;Samtliga;662;77,5;85,8;204,5;
Karlskrona;1080;Blekinge län;10;Kommunal;457;73,7;82,3;195,3;
Karlskrona;1080;Blekinge län;10;Enskild;205;85,9;93,7;224,7;
Karlstad;1780;Värmlands län;17;Samtliga;835;84,8;91,9;216,1;
Karlstad;1780;Värmlands län;17;Kommunal;750;83,3;90,9;212,2;
Karlstad;1780;Värmlands län;17;Enskild;85;97,6;100,0;250,5;
Katrineholm;0483;Södermanlands län;04;Samtliga;358;67,0;77,9;193,1;
Katrineholm;0483;Södermanlands län;04;Kommunal;358;67,0;77,9;193,1;
Kil;1715;Värmlands län;17;Samtliga;146;80,1;92,5;209,0;
Kil;1715;Värmlands län;17;Kommunal;146;80,1;92,5;209,0;
Kinda;0513;Östergötlands län;05;Samtliga;111;89,2;~100;209,8;
Kinda;0513;Östergötlands län;05;Kommunal;111;89,2;~100;209,8;
Kiruna;2584;Norrbottens län;25;Samtliga;246;80,1;90,2;211,6;
Kiruna;2584;Norrbottens län;25;Kommunal;224;78,6;89,3;208,7;
Kiruna;2584;Norrbottens län;25;Enskild;22;95,5;100,0;241,1;
Klippan;1276;Skåne län;12;Samtliga;182;74,7;84,6;198,0;
Klippan;1276;Skåne län;12;Kommunal;182;74,7;84,6;198,0;
Knivsta;0330;Uppsala län;03;Samtliga;143;82,5;89,5;208,3;
Knivsta;0330;Uppsala län;03;Kommunal;126;80,2;88,1;205,6;
Knivsta;0330;Uppsala län;03;Enskild;17;100,0;100,0;228,2;
Kramfors;2282;Västernorrlands län;22;Samtliga;176;83,5;92,0;211,0;
Kramfors;2282;Västernorrlands län;22;Kommunal;176;83,5;92,0;211,0;
Kristianstad;1290;Skåne län;12;Samtliga;863;72,2;84,7;204,8;
Kristianstad;1290;Skåne län;12;Kommunal;787;71,4;84,0;204,5;
Kristianstad;1290;Skåne län;12;Enskild;76;80,3;92,1;207,4;
Kristinehamn;1781;Värmlands län;17;Samtliga;263;79,5;86,3;207,6;
Kristinehamn;1781;Värmlands län;17;Kommunal;263;79,5;86,3;207,6;
Krokom;2309;Jämtlands län;23;Samtliga;155;85,2;90,3;205,7;
Krokom;2309;Jämtlands län;23;Kommunal;155;85,2;90,3;205,7;
Kumla;1881;Örebro län;18;Samtliga;249;71,1;85,1;195,6;
Kumla;1881;Örebro län;18;Kommunal;249;71,1;85,1;195,6;
Kungsbacka;1384;Hallands län;13;Samtliga;933;88,4;93,9;222,7;
Kungsbacka;1384;Hallands län;13;Kommunal;807;87,1;93,3;220,7;
Kungsbacka;1384;Hallands län;13;Enskild;126;96,8;~100;235,6;
Kungsör;1960;Västmanlands län;19;Samtliga;76;76,3;82,9;215,4;
Kungsör;1960;Västmanlands län;19;Kommunal;76;76,3;82,9;215,4;
Kungälv;1482;Västra Götalands län;14;Samtliga;444;78,5;90,8;216,2;
Kungälv;1482;Västra Götalands län;14;Kommunal;354;76,6;90,4;214,6;
Kungälv;1482;Västra Götalands län;14;Enskild;90;88,6;92,9;224,1;
Kävlinge;1261;Skåne län;12;Samtliga;271;86,7;94,1;219,7;
Kävlinge;1261;Skåne län;12;Kommunal;197;86,8;93,9;219,5;
Kävlinge;1261;Skåne län;12;Enskild;74;86,5;~100;220,0;
Köping;1983;Västmanlands län;19;Samtliga;255;77,6;90,6;207,5;
Köping;1983;Västmanlands län;19;Kommunal;255;77,6;90,6;207,5;
Laholm;1381;Hallands län;13;Samtliga;258;82,6;92,2;205,3;
Laholm;1381;Hallands län;13;Kommunal;258;82,6;92,2;205,3;
Landskrona;1282;Skåne län;12;Samtliga;445;79,1;87,2;213,8;
Landskrona;1282;Skåne län;12;Kommunal;352;75,0;84,7;207,7;
Landskrona;1282;Skåne län;12;Enskild;93;94,6;~100;236,8;
Laxå;1860;Örebro län;18;Samtliga;63;60,3;73,0;171,5;
Laxå;1860;Örebro län;18;Kommunal;63;60,3;73,0;171,5;
Lekeberg;1814;Örebro län;18;Samtliga;82;80,5;89,0;203,0;
Lekeberg;1814;Örebro län;18;Kommunal;82;80,5;89,0;203,0;
Leksand;2029;Dalarnas län;20;Samtliga;169;82,8;91,1;216,5;
Leksand;2029;Dalarnas län;20;Kommunal;162;82,1;90,7;214,1;
Leksand;2029;Dalarnas län;20;Enskild;..;..;..;..;
Lerum;1441;Västra Götalands län;14;Samtliga;517;82,4;94,3;215,6;
Lerum;1441;Västra Götalands län;14;Kommunal;488;82,4;94,3;215,6;
Lerum;1441;Västra Götalands län;14;Enskild;29;.;.;.;
Lessebo;0761;Kronobergs län;07;Samtliga;90;70,0;78,9;183,7;
Lessebo;0761;Kronobergs län;07;Kommunal;90;70,0;78,9;183,7;
Lidingö;0186;Stockholms län;01;Samtliga;475;86,3;93,9;244,7;
Lidingö;0186;Stockholms län;01;Kommunal;432;87,7;94,2;244,2;
Lidingö;0186;Stockholms län;01;Enskild;43;72,1;~100;249,5;
Lidköping;1494;Västra Götalands län;14;Samtliga;453;79,7;88,1;209,9;
Lidköping;1494;Västra Götalands län;14;Kommunal;436;78,9;87,6;208,5;
Lidköping;1494;Västra Götalands län;14;Enskild;17;100,0;100,0;245,0;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;110;64,5;88,2;194,3;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;110;64,5;88,2;194,3;
Lindesberg;1885;Örebro län;18;Samtliga;251;66,9;81,3;191,6;
Lindesberg;1885;Örebro län;18;Kommunal;251;66,9;81,3;191,6;
Linköping;0580;Östergötlands län;05;Samtliga;1 557;78,4;89,1;212,6;
Linköping;0580;Östergötlands län;05;Kommunal;1 141;75,3;87,5;207,4;
Linköping;0580;Östergötlands län;05;Enskild;416;87,3;93,9;227,7;
Ljungby;0781;Kronobergs län;07;Samtliga;322;82,0;91,6;207,6;
Ljungby;0781;Kronobergs län;07;Kommunal;299;81,6;91,0;206,3;
Ljungby;0781;Kronobergs län;07;Enskild;23;87,0;100,0;225,7;
Ljusdal;2161;Gävleborgs län;21;Samtliga;205;82,0;85,9;205,1;
Ljusdal;2161;Gävleborgs län;21;Kommunal;151;78,1;82,1;199,4;
Ljusdal;2161;Gävleborgs län;21;Enskild;54;92,6;~100;221,3;
Ljusnarsberg;1864;Örebro län;18;Samtliga;40;60,0;77,5;177,8;
Ljusnarsberg;1864;Örebro län;18;Kommunal;40;60,0;77,5;177,8;
Lomma;1262;Skåne län;12;Samtliga;293;93,9;95,6;238,5;
Lomma;1262;Skåne län;12;Kommunal;277;94,2;96,0;238,6;
Lomma;1262;Skåne län;12;Enskild;16;87,5;~100;235,6;
Ludvika;2085;Dalarnas län;20;Samtliga;314;79,0;86,0;204,1;
Ludvika;2085;Dalarnas län;20;Kommunal;314;79,0;86,0;204,1;
Luleå;2580;Norrbottens län;25;Samtliga;767;82,1;90,5;217,4;
Luleå;2580;Norrbottens län;25;Kommunal;653;81,5;89,9;217,2;
Luleå;2580;Norrbottens län;25;Enskild;114;86,0;93,9;218,6;
Lund;1281;Skåne län;12;Samtliga;1 065;86,9;93,0;232,0;
Lund;1281;Skåne län;12;Kommunal;880;86,3;93,0;232,0;
Lund;1281;Skåne län;12;Enskild;185;90,7;93,3;232,1;
Lycksele;2481;Västerbottens län;24;Samtliga;111;81,1;85,6;206,0;
Lycksele;2481;Västerbottens län;24;Kommunal;111;81,1;85,6;206,0;
Lysekil;1484;Västra Götalands län;14;Samtliga;163;79,1;91,4;216,2;
Lysekil;1484;Västra Götalands län;14;Kommunal;163;79,1;91,4;216,2;
Malmö;1280;Skåne län;12;Samtliga;2 636;65,3;79,3;203,6;
Malmö;1280;Skåne län;12;Kommunal;2 238;63,0;76,7;198,7;
Malmö;1280;Skåne län;12;Enskild;398;77,9;94,2;230,8;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;110;80,0;84,5;198,4;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;110;80,0;84,5;198,4;
Malå;2418;Västerbottens län;24;Samtliga;39;92,3;~100;206,0;
Malå;2418;Västerbottens län;24;Kommunal;39;92,3;~100;206,0;
Mariestad;1493;Västra Götalands län;14;Samtliga;226;81,4;91,6;211,0;
Mariestad;1493;Västra Götalands län;14;Kommunal;206;79,6;90,8;208,9;
Mariestad;1493;Västra Götalands län;14;Enskild;20;100,0;100,0;232,0;
Mark;1463;Västra Götalands län;14;Samtliga;367;74,4;87,7;201,3;
Mark;1463;Västra Götalands län;14;Kommunal;352;74,1;88,1;200,6;
Mark;1463;Västra Götalands län;14;Enskild;15;80,0;~100;218,0;
Markaryd;0767;Kronobergs län;07;Samtliga;95;75,8;89,5;209,5;
Markaryd;0767;Kronobergs län;07;Kommunal;95;75,8;89,5;209,5;
Mellerud;1461;Västra Götalands län;14;Samtliga;78;60,3;76,9;181,4;
Mellerud;1461;Västra Götalands län;14;Kommunal;78;60,3;76,9;181,4;
Mjölby;0586;Östergötlands län;05;Samtliga;296;75,7;86,1;200,8;
