Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2017/18

;;;;;Samtliga elever;Samtliga elever;Samtliga elever;Samtliga elever;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Hudiksvall;2184;Gävleborgs län;21;Enskild;87;79,3;85,1;220,8;37;42,5;83,8;83,8;240,8;50;57,5;76,0;86,0;205,9;
Hultsfred;0860;Kalmar län;08;Samtliga;178;62,9;69,7;201,1;83;46,6;66,3;74,7;227,4;95;53,4;60,0;65,3;177,4;
Hultsfred;0860;Kalmar län;08;Kommunal;153;58,8;66,0;196,8;72;47,1;62,5;70,8;224,0;81;52,9;55,6;61,7;171,8;
Hultsfred;0860;Kalmar län;08;Enskild;25;88,0;~100;226,6;11;44,0;90,9;100,0;249,5;14;56,0;85,7;~100;208,6;
Hylte;1315;Hallands län;13;Samtliga;166;61,4;72,9;200,5;74;44,6;68,9;79,7;216,6;92;55,4;55,4;67,4;187,2;
Hylte;1315;Hallands län;13;Kommunal;156;59,0;71,2;196,3;70;44,9;67,1;78,6;214,0;86;55,1;52,3;65,1;181,5;
Hylte;1315;Hallands län;13;Enskild;10;100,0;100,0;265,0;..;..;..;..;..;..;..;..;..;..;
Håbo;0305;Uppsala län;03;Samtliga;279;79,9;89,6;232,5;134;48,0;79,1;89,6;245,3;145;52,0;80,7;89,7;220,6;
Håbo;0305;Uppsala län;03;Kommunal;229;76,4;87,8;226,4;108;47,2;75,9;88,0;238,4;121;52,8;76,9;87,6;215,7;
Håbo;0305;Uppsala län;03;Enskild;50;96,0;~100;260,0;26;52,0;92,3;~100;273,8;24;48,0;100,0;100,0;245,0;
Hällefors;1863;Örebro län;18;Samtliga;71;63,4;76,1;215,0;34;47,9;73,5;85,3;251,7;37;52,1;54,1;67,6;181,3;
Hällefors;1863;Örebro län;18;Kommunal;71;63,4;76,1;215,0;34;47,9;73,5;85,3;251,7;37;52,1;54,1;67,6;181,3;
Härjedalen;2361;Jämtlands län;23;Samtliga;110;82,7;89,1;227,8;53;48,2;90,6;90,6;245,7;57;51,8;75,4;87,7;211,1;
Härjedalen;2361;Jämtlands län;23;Kommunal;110;82,7;89,1;227,8;53;48,2;90,6;90,6;245,7;57;51,8;75,4;87,7;211,1;
Härnösand;2280;Västernorrlands län;22;Samtliga;317;69,7;83,6;215,0;157;49,5;73,2;85,4;227,2;160;50,5;66,3;81,9;203,0;
Härnösand;2280;Västernorrlands län;22;Kommunal;307;69,4;83,1;214,3;153;49,8;73,9;85,0;227,5;154;50,2;64,9;81,2;201,1;
Härnösand;2280;Västernorrlands län;22;Enskild;10;..;100,0;237,0;..;..;..;..;..;..;..;..;..;..;
Härryda;1401;Västra Götalands län;14;Samtliga;467;86,1;92,9;245,4;225;48,2;86,2;92,9;257,4;242;51,8;86,0;93,0;234,2;
Härryda;1401;Västra Götalands län;14;Kommunal;398;84,4;92,2;242,0;187;47,0;84,5;92,5;253,5;211;53,0;84,4;91,9;231,8;
Härryda;1401;Västra Götalands län;14;Enskild;69;95,7;~100;265,1;38;55,1;94,7;~100;276,7;31;44,9;96,8;100,0;251,0;
Hässleholm;1293;Skåne län;12;Samtliga;665;66,6;75,2;211,4;322;48,4;73,0;78,9;231,1;343;51,6;60,6;71,7;193,0;
Hässleholm;1293;Skåne län;12;Kommunal;577;64,0;73,3;202,5;274;47,5;70,1;77,0;221,3;303;52,5;58,4;70,0;185,6;
Hässleholm;1293;Skåne län;12;Enskild;88;84,1;87,5;268,6;48;54,5;89,6;89,6;286,0;40;45,5;77,5;85,0;247,7;
Höganäs;1284;Skåne län;12;Samtliga;289;84,8;93,4;241,7;142;49,1;90,8;95,8;260,8;147;50,9;78,9;91,2;223,2;
Höganäs;1284;Skåne län;12;Kommunal;275;84,4;93,5;240,9;132;48,0;90,9;96,2;259,6;143;52,0;78,3;90,9;223,6;
Höganäs;1284;Skåne län;12;Enskild;14;92,9;~100;257,1;..;..;..;..;276,8;..;..;..;..;..;
Högsby;0821;Kalmar län;08;Samtliga;60;63,3;70,0;203,9;28;46,7;67,9;71,4;220,5;32;53,3;59,4;68,8;188,8;
Högsby;0821;Kalmar län;08;Kommunal;60;63,3;70,0;203,9;28;46,7;67,9;71,4;220,5;32;53,3;59,4;68,8;188,8;
Hörby;1266;Skåne län;12;Samtliga;178;68,5;83,7;209,8;93;52,2;75,3;90,3;230,4;85;47,8;61,2;76,5;186,9;
Hörby;1266;Skåne län;12;Kommunal;154;65,6;82,5;206,9;80;51,9;71,3;88,8;226,4;74;48,1;59,5;75,7;185,4;
Hörby;1266;Skåne län;12;Enskild;24;87,5;~100;228,0;13;54,2;100,0;100,0;254,2;11;45,8;..;..;197,0;
Höör;1267;Skåne län;12;Samtliga;171;72,5;80,7;226,7;75;43,9;81,3;86,7;238,2;96;56,1;65,6;76,0;217,0;
Höör;1267;Skåne län;12;Kommunal;149;73,2;80,5;226,4;66;44,3;83,3;87,9;241,5;83;55,7;65,1;74,7;213,5;
Höör;1267;Skåne län;12;Enskild;22;68,2;~100;228,5;..;..;..;..;..;..;..;..;~100;239,4;
Jokkmokk;2510;Norrbottens län;25;Samtliga;44;72,7;~100;226,3;24;54,5;79,2;~100;253,8;20;45,5;65,0;~100;193,3;
Jokkmokk;2510;Norrbottens län;25;Kommunal;36;75,0;~100;229,6;21;58,3;81,0;~100;253,0;15;41,7;66,7;100,0;196,8;
Jokkmokk;2510;Norrbottens län;25;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Järfälla;0123;Stockholms län;01;Samtliga;868;75,8;85,6;237,7;394;45,4;77,9;87,8;251,5;474;54,6;74,1;83,8;226,2;
Järfälla;0123;Stockholms län;01;Kommunal;698;71,6;83,0;229,2;312;44,7;73,7;84,9;242,8;386;55,3;69,9;81,3;218,2;
Järfälla;0123;Stockholms län;01;Enskild;170;92,9;96,5;271,9;82;48,2;93,9;~100;284,1;88;51,8;92,0;94,3;260,5;
Jönköping;0680;Jönköpings län;06;Samtliga;1 521;80,1;86,9;230,7;721;47,4;82,2;88,6;243,3;800;52,6;78,3;85,4;219,4;
Jönköping;0680;Jönköpings län;06;Kommunal;1 178;80,1;86,6;229,2;567;48,1;83,1;88,4;243,9;611;51,9;77,3;84,9;215,6;
Jönköping;0680;Jönköpings län;06;Enskild;343;80,5;88,0;236,0;154;44,9;79,2;89,6;241,0;189;55,1;81,5;86,8;231,8;
Kalix;2514;Norrbottens län;25;Samtliga;155;79,4;84,5;217,0;68;43,9;83,8;86,8;235,7;87;56,1;75,9;82,8;202,3;
Kalix;2514;Norrbottens län;25;Kommunal;143;79,7;85,3;217,4;65;45,5;83,1;86,2;233,8;78;54,5;76,9;84,6;203,6;
Kalix;2514;Norrbottens län;25;Enskild;12;..;..;212,3;..;..;..;..;..;..;..;..;..;..;
Kalmar;0880;Kalmar län;08;Samtliga;684;82,6;87,7;233,9;368;53,8;84,8;89,4;246,5;316;46,2;80,1;85,8;219,1;
Kalmar;0880;Kalmar län;08;Kommunal;547;82,3;88,1;233,8;288;52,7;85,1;89,9;247,3;259;47,3;79,2;86,1;218,5;
Kalmar;0880;Kalmar län;08;Enskild;137;83,9;86,1;234,4;80;58,4;83,8;87,5;243,6;57;41,6;84,2;84,2;221,6;
Karlsborg;1446;Västra Götalands län;14;Samtliga;69;81,2;~100;220,4;34;49,3;79,4;~100;227,2;35;50,7;82,9;~100;213,8;
Karlsborg;1446;Västra Götalands län;14;Kommunal;69;81,2;~100;220,4;34;49,3;79,4;~100;227,2;35;50,7;82,9;~100;213,8;
Karlshamn;1082;Blekinge län;10;Samtliga;320;66,3;75,0;208,5;161;50,3;72,0;78,3;217,5;159;49,7;60,4;71,7;199,4;
Karlshamn;1082;Blekinge län;10;Kommunal;280;63,9;71,8;205,2;144;51,4;70,1;75,7;215,6;136;48,6;57,4;67,6;194,1;
Karlshamn;1082;Blekinge län;10;Enskild;40;82,5;~100;231,7;17;42,5;88,2;100,0;233,2;23;57,5;78,3;~100;230,5;
Karlskoga;1883;Örebro län;18;Samtliga;349;67,6;74,5;207,4;167;47,9;68,9;75,4;219,6;182;52,1;66,5;73,6;196,0;
Karlskoga;1883;Örebro län;18;Kommunal;349;67,6;74,5;207,4;167;47,9;68,9;75,4;219,6;182;52,1;66,5;73,6;196,0;
Karlskrona;1080;Blekinge län;10;Samtliga;799;73,5;80,0;213,1;392;49,1;75,8;81,4;225,6;407;50,9;71,3;78,6;201,1;
Karlskrona;1080;Blekinge län;10;Kommunal;577;69,8;76,6;206,7;293;50,8;74,4;79,2;221,1;284;49,2;65,1;73,9;191,8;
Karlskrona;1080;Blekinge län;10;Enskild;222;82,9;88,7;229,8;99;44,6;79,8;87,9;238,9;123;55,4;85,4;89,4;222,4;
Karlstad;1780;Värmlands län;17;Samtliga;837;79,8;88,2;229,8;418;49,9;82,1;90,0;244,5;419;50,1;77,6;86,4;214,9;
Karlstad;1780;Värmlands län;17;Kommunal;698;77,2;86,0;223,5;333;47,7;79,6;87,7;237,4;365;52,3;75,1;84,4;210,6;
Karlstad;1780;Värmlands län;17;Enskild;139;92,8;~100;261,0;85;61,2;91,8;~100;272,0;54;38,8;94,4;100,0;243,7;
Katrineholm;0483;Södermanlands län;04;Samtliga;425;75,5;82,6;214,8;199;46,8;79,4;84,9;232,4;226;53,2;72,1;80,5;199,4;
Katrineholm;0483;Södermanlands län;04;Kommunal;354;74,6;81,6;208,5;168;47,5;76,8;82,1;225,2;186;52,5;72,6;81,2;193,6;
Katrineholm;0483;Södermanlands län;04;Enskild;71;80,3;87,3;245,5;31;43,7;93,5;100,0;270,2;40;56,3;70,0;77,5;226,3;
Kil;1715;Värmlands län;17;Samtliga;102;61,8;78,4;200,8;47;46,1;72,3;~100;241,3;55;53,9;52,7;67,3;166,9;
Kil;1715;Värmlands län;17;Kommunal;102;61,8;78,4;200,8;47;46,1;72,3;~100;241,3;55;53,9;52,7;67,3;166,9;
Kinda;0513;Östergötlands län;05;Samtliga;103;72,8;83,5;213,4;53;51,5;83,0;86,8;233,2;50;48,5;62,0;80,0;192,4;
Kinda;0513;Östergötlands län;05;Kommunal;103;72,8;83,5;213,4;53;51,5;83,0;86,8;233,2;50;48,5;62,0;80,0;192,4;
Kiruna;2584;Norrbottens län;25;Samtliga;255;71,8;80,8;217,3;118;46,3;65,3;72,9;215,4;137;53,7;77,4;87,6;218,8;
Kiruna;2584;Norrbottens län;25;Kommunal;233;69,5;79,0;213,0;108;46,4;62,0;70,4;209,8;125;53,6;76,0;86,4;215,8;
Kiruna;2584;Norrbottens län;25;Enskild;22;95,5;100,0;260,9;10;45,5;100,0;100,0;273,8;12;54,5;91,7;100,0;250,2;
Klippan;1276;Skåne län;12;Samtliga;177;63,3;68,9;196,4;83;46,9;73,5;80,7;230,9;94;53,1;54,3;58,5;165,4;
Klippan;1276;Skåne län;12;Kommunal;155;62,6;67,7;193,2;69;44,5;72,5;79,7;228,4;86;55,5;54,7;58,1;164,8;
Klippan;1276;Skåne län;12;Enskild;22;68,2;77,3;219,5;..;..;78,6;~100;243,2;..;..;..;..;..;
Knivsta;0330;Uppsala län;03;Samtliga;219;79,0;87,7;231,8;96;43,8;85,4;90,6;248,7;123;56,2;74,0;85,4;218,4;
Knivsta;0330;Uppsala län;03;Kommunal;200;78,0;87,0;229,6;84;42,0;84,5;90,5;245,3;116;58,0;73,3;84,5;218,1;
Knivsta;0330;Uppsala län;03;Enskild;19;89,5;~100;254,1;..;..;91,7;~100;272,1;..;..;..;..;..;
Kramfors;2282;Västernorrlands län;22;Samtliga;177;73,4;79,7;212,2;77;43,5;80,5;83,1;235,9;100;56,5;68,0;77,0;193,4;
Kramfors;2282;Västernorrlands län;22;Kommunal;177;73,4;79,7;212,2;77;43,5;80,5;83,1;235,9;100;56,5;68,0;77,0;193,4;
Kristianstad;1290;Skåne län;12;Samtliga;923;70,6;80,5;216,6;416;45,1;74,3;83,2;232,5;507;54,9;67,7;78,3;203,4;
Kristianstad;1290;Skåne län;12;Kommunal;819;69,6;80,0;215,2;374;45,7;73,3;82,6;230,3;445;54,3;66,5;77,8;202,4;
Kristianstad;1290;Skåne län;12;Enskild;104;78,8;84,6;227,5;42;40,4;83,3;88,1;252,5;62;59,6;75,8;82,3;210,3;
Kristinehamn;1781;Värmlands län;17;Samtliga;250;69,2;79,6;206,2;105;42,0;69,5;84,8;221,5;145;58,0;69,0;75,9;194,8;
Kristinehamn;1781;Värmlands län;17;Kommunal;250;69,2;79,6;206,2;105;42,0;69,5;84,8;221,5;145;58,0;69,0;75,9;194,8;
Krokom;2309;Jämtlands län;23;Samtliga;195;82,1;85,6;214,7;100;51,3;85,0;87,0;228,6;95;48,7;78,9;84,2;199,9;
Krokom;2309;Jämtlands län;23;Kommunal;195;82,1;85,6;214,7;100;51,3;85,0;87,0;228,6;95;48,7;78,9;84,2;199,9;
Kumla;1881;Örebro län;18;Samtliga;251;69,3;81,7;217,7;118;47,0;72,0;83,9;234,3;133;53,0;66,9;79,7;203,3;
Kumla;1881;Örebro län;18;Kommunal;251;69,3;81,7;217,7;118;47,0;72,0;83,9;234,3;133;53,0;66,9;79,7;203,3;
Kungsbacka;1384;Hallands län;13;Samtliga;1 165;86,4;91,4;241,4;574;49,3;88,0;93,6;254,7;591;50,7;84,8;89,3;228,5;
Kungsbacka;1384;Hallands län;13;Kommunal;1 054;85,8;90,6;239,8;521;49,4;87,7;92,9;253,3;533;50,6;83,9;88,4;226,6;
Kungsbacka;1384;Hallands län;13;Enskild;111;91,9;~100;256,7;53;47,7;90,6;100,0;268,3;58;52,3;93,1;~100;246,0;
Kungsör;1960;Västmanlands län;19;Samtliga;98;60,2;72,4;182,9;41;41,8;56,1;70,7;180,1;57;58,2;63,2;73,7;185,0;
Kungsör;1960;Västmanlands län;19;Kommunal;98;60,2;72,4;182,9;41;41,8;56,1;70,7;180,1;57;58,2;63,2;73,7;185,0;
Kungälv;1482;Västra Götalands län;14;Samtliga;474;81,4;91,1;239,5;248;52,3;87,5;94,0;257,4;226;47,7;74,8;88,1;219,8;
Kungälv;1482;Västra Götalands län;14;Kommunal;377;79,6;90,7;238,3;190;50,4;87,4;94,7;260,6;187;49,6;71,7;86,6;215,6;
Kungälv;1482;Västra Götalands län;14;Enskild;97;88,7;92,8;244,2;58;59,8;87,9;91,4;246,7;39;40,2;89,7;~100;240,5;
Kävlinge;1261;Skåne län;12;Samtliga;392;90,3;95,2;248,0;178;45,4;88,8;94,9;251,2;214;54,6;91,6;95,3;245,4;
Kävlinge;1261;Skåne län;12;Kommunal;320;90,3;94,7;247,0;148;46,3;90,5;94,6;252,5;172;53,8;90,1;94,8;242,2;
Kävlinge;1261;Skåne län;12;Enskild;72;90,3;~100;252,7;30;41,7;80,0;~100;244,9;42;58,3;97,6;~100;258,2;
Köping;1983;Västmanlands län;19;Samtliga;299;66,6;84,3;207,3;143;47,8;69,2;83,9;222,3;156;52,2;64,1;84,6;193,8;
Köping;1983;Västmanlands län;19;Kommunal;299;66,6;84,3;207,3;143;47,8;69,2;83,9;222,3;156;52,2;64,1;84,6;193,8;
Laholm;1381;Hallands län;13;Samtliga;295;71,9;83,7;224,9;136;46,1;79,4;87,5;243,2;159;53,9;65,4;80,5;209,2;
Laholm;1381;Hallands län;13;Kommunal;295;71,9;83,7;224,9;136;46,1;79,4;87,5;243,2;159;53,9;65,4;80,5;209,2;
Landskrona;1282;Skåne län;12;Samtliga;521;74,5;83,9;229,0;226;43,4;77,4;85,8;245,2;295;56,6;72,2;82,4;216,5;
Landskrona;1282;Skåne län;12;Kommunal;381;70,6;81,9;224,3;165;43,3;73,3;84,2;239,4;216;56,7;68,5;80,1;212,7;
Landskrona;1282;Skåne län;12;Enskild;140;85,0;89,3;241,7;61;43,6;88,5;90,2;260,8;79;56,4;82,3;88,6;226,9;
Laxå;1860;Örebro län;18;Samtliga;71;46,5;57,7;174,0;31;43,7;45,2;54,8;172,6;40;56,3;47,5;60,0;175,1;
Laxå;1860;Örebro län;18;Kommunal;71;46,5;57,7;174,0;31;43,7;45,2;54,8;172,6;40;56,3;47,5;60,0;175,1;
Lekeberg;1814;Örebro län;18;Samtliga;94;74,5;83,0;214,9;44;46,8;75,0;84,1;222,4;50;53,2;74,0;82,0;208,3;
Lekeberg;1814;Örebro län;18;Kommunal;94;74,5;83,0;214,9;44;46,8;75,0;84,1;222,4;50;53,2;74,0;82,0;208,3;
Leksand;2029;Dalarnas län;20;Samtliga;157;72,6;78,3;220,1;76;48,4;77,6;85,5;244,3;81;51,6;67,9;71,6;197,3;
Leksand;2029;Dalarnas län;20;Kommunal;148;73,0;79,1;220,3;70;47,3;77,1;85,7;244,7;78;52,7;69,2;73,1;198,4;
Leksand;2029;Dalarnas län;20;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Lerum;1441;Västra Götalands län;14;Samtliga;564;82,8;89,7;235,9;273;48,4;86,8;93,0;251,1;291;51,6;79,0;86,6;221,5;
Lerum;1441;Västra Götalands län;14;Kommunal;536;82,1;89,2;234,1;258;48,1;86,0;92,6;249,2;278;51,9;78,4;86,0;220,0;
Lerum;1441;Västra Götalands län;14;Enskild;28;96,4;100,0;270,6;15;53,6;100,0;100,0;284,7;13;46,4;92,3;100,0;254,4;
Lessebo;0761;Kronobergs län;07;Samtliga;113;54,0;60,2;181,0;52;46,0;59,6;63,5;209,2;61;54,0;49,2;57,4;158,0;
Lessebo;0761;Kronobergs län;07;Kommunal;113;54,0;60,2;181,0;52;46,0;59,6;63,5;209,2;61;54,0;49,2;57,4;158,0;
Lidingö;0186;Stockholms län;01;Samtliga;603;91,5;94,5;266,3;283;46,9;92,9;94,3;277,1;320;53,1;90,3;94,7;256,8;
Lidingö;0186;Stockholms län;01;Kommunal;463;90,7;93,7;262,0;211;45,6;92,4;93,8;274,8;252;54,4;89,3;93,7;251,4;
Lidingö;0186;Stockholms län;01;Enskild;140;94,3;~100;280,7;72;51,4;94,4;~100;284,0;68;48,6;94,1;~100;277,1;
Lidköping;1494;Västra Götalands län;14;Samtliga;417;72,4;85,4;214,2;227;54,4;73,6;88,1;223,0;190;45,6;71,1;82,1;203,8;
Lidköping;1494;Västra Götalands län;14;Kommunal;381;70,6;84,3;211,4;217;57,0;73,3;87,6;222,9;164;43,0;67,1;79,9;196,4;
Lidköping;1494;Västra Götalands län;14;Enskild;36;91,7;~100;243,4;10;27,8;..;100,0;226,0;26;72,2;96,2;~100;250,1;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;117;67,5;80,3;198,6;52;44,4;69,2;84,6;226,1;65;55,6;66,2;76,9;175,9;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;103;67,0;80,6;197,8;48;46,6;72,9;89,6;232,3;55;53,4;61,8;72,7;166,5;
Lilla Edet;1462;Västra Götalands län;14;Enskild;14;71,4;~100;204,1;..;..;..;..;..;..;..;..;100,0;225,5;
Lindesberg;1885;Örebro län;18;Samtliga;248;66,5;72,6;207,8;119;48,0;72,3;76,5;228,4;129;52,0;61,2;69,0;188,5;
Lindesberg;1885;Örebro län;18;Kommunal;248;66,5;72,6;207,8;119;48,0;72,3;76,5;228,4;129;52,0;61,2;69,0;188,5;
Linköping;0580;Östergötlands län;05;Samtliga;1 740;75,2;84,3;229,5;798;45,9;78,3;87,1;243,8;942;54,1;72,6;82,0;217,3;
Linköping;0580;Östergötlands län;05;Kommunal;1 254;71,3;80,9;221,6;555;44,3;75,3;84,3;237,2;699;55,7;68,1;78,1;209,1;
Linköping;0580;Östergötlands län;05;Enskild;486;85,4;93,2;249,8;243;50,0;85,2;93,4;258,7;243;50,0;85,6;93,0;240,8;
Ljungby;0781;Kronobergs län;07;Samtliga;328;69,8;78,0;215,9;161;49,1;80,7;83,9;236,5;167;50,9;59,3;72,5;195,6;
Ljungby;0781;Kronobergs län;07;Kommunal;310;68,7;77,4;215,0;153;49,4;80,4;83,7;236,8;157;50,6;57,3;71,3;193,3;
Ljungby;0781;Kronobergs län;07;Enskild;18;88,9;~100;230,1;..;..;..;..;..;..;..;..;..;230,0;
Ljusdal;2161;Gävleborgs län;21;Samtliga;217;69,6;77,9;223,7;96;44,2;77,1;81,3;240,3;121;55,8;63,6;75,2;210,1;
Ljusdal;2161;Gävleborgs län;21;Kommunal;182;68,1;75,8;220,9;86;47,3;75,6;79,1;235,2;96;52,7;61,5;72,9;207,8;
Ljusdal;2161;Gävleborgs län;21;Enskild;35;77,1;~100;238,3;10;28,6;..;100,0;284,5;25;71,4;72,0;~100;219,1;
Ljusnarsberg;1864;Örebro län;18;Samtliga;44;52,3;77,3;179,4;21;47,7;71,4;76,2;213,6;23;52,3;..;78,3;148,2;
Ljusnarsberg;1864;Örebro län;18;Kommunal;44;52,3;77,3;179,4;21;47,7;71,4;76,2;213,6;23;52,3;..;78,3;148,2;
Lomma;1262;Skåne län;12;Samtliga;313;89,5;91,7;258,9;130;41,5;95,4;~100;279,0;183;58,5;85,2;87,4;244,7;
Lomma;1262;Skåne län;12;Kommunal;296;89,2;91,2;258,6;120;40,5;95,0;~100;278,9;176;59,5;85,2;86,9;244,8;
Lomma;1262;Skåne län;12;Enskild;17;94,1;100,0;264,9;..;..;100,0;100,0;280,5;..;..;..;..;..;
Ludvika;2085;Dalarnas län;20;Samtliga;302;67,2;82,1;210,9;151;50,0;70,9;84,8;221,1;151;50,0;63,6;79,5;200,6;
Ludvika;2085;Dalarnas län;20;Kommunal;302;67,2;82,1;210,9;151;50,0;70,9;84,8;221,1;151;50,0;63,6;79,5;200,6;
Luleå;2580;Norrbottens län;25;Samtliga;755;80,0;87,3;230,2;351;46,5;83,2;90,3;247,3;404;53,5;77,2;84,7;215,3;
Luleå;2580;Norrbottens län;25;Kommunal;645;78,8;86,5;229,5;296;45,9;81,1;89,2;246,7;349;54,1;76,8;84,2;214,9;
Luleå;2580;Norrbottens län;25;Enskild;110;87,3;91,8;234,3;55;50,0;94,5;~100;250,7;55;50,0;80,0;87,3;217,6;
Lund;1281;Skåne län;12;Samtliga;1 521;85,5;90,6;256,2;718;47,2;88,2;92,0;270,4;803;52,8;83,1;89,4;243,5;
Lund;1281;Skåne län;12;Kommunal;1 174;83,5;89,5;251,7;555;47,3;87,0;91,6;267,4;619;52,7;80,4;87,5;237,5;
Lund;1281;Skåne län;12;Enskild;347;91,9;94,5;271,1;163;47,0;92,0;93,3;280,5;184;53,0;91,8;95,7;262,8;
Lycksele;2481;Västerbottens län;24;Samtliga;132;76,5;82,6;214,4;59;44,7;86,4;91,5;246,7;73;55,3;68,5;75,3;187,1;
Lycksele;2481;Västerbottens län;24;Kommunal;132;76,5;82,6;214,4;59;44,7;86,4;91,5;246,7;73;55,3;68,5;75,3;187,1;
Lysekil;1484;Västra Götalands län;14;Samtliga;145;71,0;82,8;215,1;71;49,0;80,3;87,3;239,8;74;51,0;62,2;78,4;191,4;
Lysekil;1484;Västra Götalands län;14;Kommunal;145;71,0;82,8;215,1;71;49,0;80,3;87,3;239,8;74;51,0;62,2;78,4;191,4;
Malmö;1280;Skåne län;12;Samtliga;2 847;68,3;78,7;227,2;1 372;48,2;71,1;82,0;240,7;1 475;51,8;65,7;75,6;214,5;
Malmö;1280;Skåne län;12;Kommunal;2 330;65,4;75,8;220,9;1 117;47,9;67,5;78,6;234,3;1 213;52,1;63,5;73,1;208,4;
Malmö;1280;Skåne län;12;Enskild;517;81,2;91,9;255,8;255;49,3;86,7;96,9;268,6;262;50,7;76,0;87,0;243,1;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;93;83,9;89,2;237,2;39;41,9;82,1;84,6;249,5;54;58,1;85,2;~100;228,4;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;93;83,9;89,2;237,2;39;41,9;82,1;84,6;249,5;54;58,1;85,2;~100;228,4;
Malå;2418;Västerbottens län;24;Samtliga;44;79,5;~100;215,2;23;52,3;82,6;~100;231,6;21;47,7;76,2;~100;197,3;
Malå;2418;Västerbottens län;24;Kommunal;44;79,5;~100;215,2;23;52,3;82,6;~100;231,6;21;47,7;76,2;~100;197,3;
Mariestad;1493;Västra Götalands län;14;Samtliga;278;79,1;91,0;220,1;125;45,0;84,0;93,6;241,0;153;55,0;75,2;88,9;203,4;
Mariestad;1493;Västra Götalands län;14;Kommunal;220;75,0;89,1;217,1;93;42,3;81,7;92,5;243,8;127;57,7;70,1;86,6;198,2;
Mariestad;1493;Västra Götalands län;14;Enskild;58;94,8;~100;231,3;32;55,2;90,6;~100;233,1;26;44,8;100,0;100,0;229,0;
Mark;1463;Västra Götalands län;14;Samtliga;397;70,3;77,3;215,6;216;54,4;76,9;81,5;234,6;181;45,6;62,4;72,4;193,2;
Mark;1463;Västra Götalands län;14;Kommunal;371;70,4;77,1;216,5;203;54,7;76,8;80,8;235,3;168;45,3;62,5;72,6;194,1;
Mark;1463;Västra Götalands län;14;Enskild;26;69,2;80,8;203,0;13;50,0;76,9;~100;223,8;13;50,0;..;..;180,4;
Markaryd;0767;Kronobergs län;07;Samtliga;93;76,3;78,5;224,2;53;57,0;84,9;86,8;232,1;40;43,0;65,0;67,5;212,9;
Markaryd;0767;Kronobergs län;07;Kommunal;93;76,3;78,5;224,2;53;57,0;84,9;86,8;232,1;40;43,0;65,0;67,5;212,9;
Mellerud;1461;Västra Götalands län;14;Samtliga;105;66,7;86,7;199,0;50;47,6;80,0;~100;225,9;55;52,4;54,5;78,2;174,5;
Mellerud;1461;Västra Götalands län;14;Kommunal;105;66,7;86,7;199,0;50;47,6;80,0;~100;225,9;55;52,4;54,5;78,2;174,5;
Mjölby;0586;Östergötlands län;05;Samtliga;285;77,2;83,9;216,7;125;43,9;79,2;83,2;231,5;160;56,1;75,6;84,4;205,0;
Mjölby;0586;Östergötlands län;05;Kommunal;285;77,2;83,9;216,7;125;43,9;79,2;83,2;231,5;160;56,1;75,6;84,4;205,0;
Mora;2062;Dalarnas län;20;Samtliga;196;76,0;81,1;215,4;87;44,4;80,5;86,2;236,6;109;55,6;72,5;77,1;198,2;
Mora;2062;Dalarnas län;20;Kommunal;196;76,0;81,1;215,4;87;44,4;80,5;86,2;236,6;109;55,6;72,5;77,1;198,2;
Motala;0583;Östergötlands län;05;Samtliga;523;71,3;84,5;223,3;263;50,3;74,1;86,3;238,1;260;49,7;68,5;82,7;208,4;
Motala;0583;Östergötlands län;05;Kommunal;435;69,7;83,2;221,1;216;49,7;73,6;85,6;236,0;219;50,3;65,8;80,8;206,4;
Motala;0583;Östergötlands län;05;Enskild;88;79,5;90,9;234,3;47;53,4;76,6;89,4;247,8;41;46,6;82,9;~100;219,2;
Mullsjö;0642;Jönköpings län;06;Samtliga;88;89,8;93,2;246,6;43;48,9;95,3;~100;274,0;45;51,1;84,4;88,9;220,6;
Mullsjö;0642;Jönköpings län;06;Kommunal;88;89,8;93,2;246,6;43;48,9;95,3;~100;274,0;45;51,1;84,4;88,9;220,6;
Munkedal;1430;Västra Götalands län;14;Samtliga;112;58,9;79,5;190,4;55;49,1;60,0;80,0;195,6;57;50,9;57,9;78,9;185,4;
Munkedal;1430;Västra Götalands län;14;Kommunal;112;58,9;79,5;190,4;55;49,1;60,0;80,0;195,6;57;50,9;57,9;78,9;185,4;
Munkfors;1762;Värmlands län;17;Samtliga;35;74,3;82,9;208,2;17;48,6;76,5;~100;213,5;18;51,4;72,2;~100;202,9;
Munkfors;1762;Värmlands län;17;Kommunal;35;74,3;82,9;208,2;17;48,6;76,5;~100;213,5;18;51,4;72,2;~100;202,9;
Mölndal;1481;Västra Götalands län;14;Samtliga;677;81,4;87,4;239,7;320;47,3;82,8;88,1;252,0;357;52,7;80,1;86,8;228,8;
