Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2012/13

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (16);
Ale;1440;Västra Götalands län;14;Samtliga;338;64,5;84,0;199,5;
Ale;1440;Västra Götalands län;14;Kommunal;293;60,8;81,9;196,3;
Ale;1440;Västra Götalands län;14;Enskild;45;88,9;~100;220,0;
Alingsås;1489;Västra Götalands län;14;Samtliga;447;83,0;92,6;223,5;
Alingsås;1489;Västra Götalands län;14;Kommunal;349;81,4;91,4;218,8;
Alingsås;1489;Västra Götalands län;14;Enskild;98;88,8;~100;239,9;
Alvesta;0764;Kronobergs län;07;Samtliga;190;74,7;83,7;204,5;
Alvesta;0764;Kronobergs län;07;Kommunal;190;74,7;83,7;204,5;
Aneby;0604;Jönköpings län;06;Samtliga;67;91,0;~100;220,6;
Aneby;0604;Jönköpings län;06;Kommunal;67;91,0;~100;220,6;
Arboga;1984;Västmanlands län;19;Samtliga;144;77,1;90,3;214,0;
Arboga;1984;Västmanlands län;19;Kommunal;144;77,1;90,3;214,0;
Arjeplog;2506;Norrbottens län;25;Samtliga;16;62,5;~100;196,9;
Arjeplog;2506;Norrbottens län;25;Kommunal;16;62,5;~100;196,9;
Arvidsjaur;2505;Norrbottens län;25;Samtliga;56;83,9;89,3;214,0;
Arvidsjaur;2505;Norrbottens län;25;Kommunal;56;83,9;89,3;214,0;
Arvika;1784;Värmlands län;17;Samtliga;264;74,2;90,2;205,2;
Arvika;1784;Värmlands län;17;Kommunal;225;71,1;89,3;201,6;
Arvika;1784;Värmlands län;17;Enskild;39;92,3;~100;225,9;
Askersund;1882;Örebro län;18;Samtliga;104;65,4;79,8;199,1;
Askersund;1882;Örebro län;18;Kommunal;104;65,4;79,8;199,1;
Avesta;2084;Dalarnas län;20;Samtliga;185;76,2;84,9;212,4;
Avesta;2084;Dalarnas län;20;Kommunal;185;76,2;84,9;212,4;
Bengtsfors;1460;Västra Götalands län;14;Samtliga;92;72,8;87,0;210,2;
Bengtsfors;1460;Västra Götalands län;14;Kommunal;92;72,8;87,0;210,2;
Berg;2326;Jämtlands län;23;Samtliga;71;77,5;78,9;200,8;
Berg;2326;Jämtlands län;23;Kommunal;71;77,5;78,9;200,8;
Bjurholm;2403;Västerbottens län;24;Samtliga;25;76,0;~100;211,8;
Bjurholm;2403;Västerbottens län;24;Kommunal;25;76,0;~100;211,8;
Bjuv;1260;Skåne län;12;Samtliga;167;70,1;92,8;198,8;
Bjuv;1260;Skåne län;12;Kommunal;140;66,4;92,9;196,9;
Bjuv;1260;Skåne län;12;Enskild;27;88,9;~100;208,4;
Boden;2582;Norrbottens län;25;Samtliga;294;88,1;92,5;224,0;
Boden;2582;Norrbottens län;25;Kommunal;220;88,2;91,4;224,8;
Boden;2582;Norrbottens län;25;Enskild;74;87,8;~100;221,6;
Bollebygd;1443;Västra Götalands län;14;Samtliga;89;82,0;94,4;214,2;
Bollebygd;1443;Västra Götalands län;14;Kommunal;89;82,0;94,4;214,2;
Bollnäs;2183;Gävleborgs län;21;Samtliga;175;62,3;72,0;193,3;
Bollnäs;2183;Gävleborgs län;21;Kommunal;172;61,6;71,5;192,1;
Bollnäs;2183;Gävleborgs län;21;Enskild;..;..;..;..;
Borgholm;0885;Kalmar län;08;Samtliga;100;77,0;93,0;212,3;
Borgholm;0885;Kalmar län;08;Kommunal;100;77,0;93,0;212,3;
Borlänge;2081;Dalarnas län;20;Samtliga;388;68,3;80,9;202,4;
Borlänge;2081;Dalarnas län;20;Kommunal;377;68,7;81,7;203,3;
Borlänge;2081;Dalarnas län;20;Enskild;11;..;..;168,0;
Borås;1490;Västra Götalands län;14;Samtliga;1 072;77,2;88,3;214,5;
Borås;1490;Västra Götalands län;14;Kommunal;874;74,4;86,6;208,1;
Borås;1490;Västra Götalands län;14;Enskild;198;89,9;96,0;242,5;
Botkyrka;0127;Stockholms län;01;Samtliga;902;69,6;82,9;203,0;
Botkyrka;0127;Stockholms län;01;Kommunal;759;66,3;81,2;197,1;
Botkyrka;0127;Stockholms län;01;Enskild;143;87,4;92,3;234,1;
Boxholm;0560;Östergötlands län;05;Samtliga;71;69,0;93,0;194,5;
Boxholm;0560;Östergötlands län;05;Kommunal;71;69,0;93,0;194,5;
Bromölla;1272;Skåne län;12;Samtliga;138;79,7;91,3;207,0;
Bromölla;1272;Skåne län;12;Kommunal;138;79,7;91,3;207,0;
Burlöv;1231;Skåne län;12;Samtliga;158;73,4;84,8;207,2;
Burlöv;1231;Skåne län;12;Kommunal;158;73,4;84,8;207,2;
Båstad;1278;Skåne län;12;Samtliga;115;85,2;92,2;216,2;
Båstad;1278;Skåne län;12;Kommunal;115;85,2;92,2;216,2;
Dals-Ed;1438;Västra Götalands län;14;Samtliga;50;74,0;~100;225,8;
Dals-Ed;1438;Västra Götalands län;14;Kommunal;50;74,0;~100;225,8;
Danderyd;0162;Stockholms län;01;Samtliga;463;92,4;~100;247,0;
Danderyd;0162;Stockholms län;01;Kommunal;283;91,2;~100;246,0;
Danderyd;0162;Stockholms län;01;Enskild;180;94,4;100,0;248,6;
Degerfors;1862;Örebro län;18;Samtliga;97;68,0;81,4;194,6;
Degerfors;1862;Örebro län;18;Kommunal;97;68,0;81,4;194,6;
Dorotea;2425;Västerbottens län;24;Samtliga;22;77,3;~100;212,5;
Dorotea;2425;Västerbottens län;24;Kommunal;22;77,3;~100;212,5;
Eda;1730;Värmlands län;17;Samtliga;74;75,7;87,8;207,6;
Eda;1730;Värmlands län;17;Kommunal;74;75,7;87,8;207,6;
Ekerö;0125;Stockholms län;01;Samtliga;254;86,6;92,5;227,7;
Ekerö;0125;Stockholms län;01;Kommunal;215;86,0;92,1;225,9;
Ekerö;0125;Stockholms län;01;Enskild;39;89,7;~100;237,5;
Eksjö;0686;Jönköpings län;06;Samtliga;156;69,2;85,3;198,1;
Eksjö;0686;Jönköpings län;06;Kommunal;147;72,8;89,1;204,9;
Eksjö;0686;Jönköpings län;06;Enskild;..;..;..;..;
Emmaboda;0862;Kalmar län;08;Samtliga;78;69,2;87,2;202,6;
Emmaboda;0862;Kalmar län;08;Kommunal;78;69,2;87,2;202,6;
Enköping;0381;Uppsala län;03;Samtliga;490;79,4;89,6;206,3;
Enköping;0381;Uppsala län;03;Kommunal;396;78,0;88,9;203,3;
Enköping;0381;Uppsala län;03;Enskild;94;85,1;92,6;219,1;
Eskilstuna;0484;Södermanlands län;04;Samtliga;1 079;73,9;86,0;213,1;
Eskilstuna;0484;Södermanlands län;04;Kommunal;871;69,2;82,9;199,6;
Eskilstuna;0484;Södermanlands län;04;Enskild;208;93,3;~100;267,9;
Eslöv;1285;Skåne län;12;Samtliga;321;76,0;88,2;211,3;
Eslöv;1285;Skåne län;12;Kommunal;321;76,0;88,2;211,3;
Essunga;1445;Västra Götalands län;14;Samtliga;56;71,4;87,5;199,5;
Essunga;1445;Västra Götalands län;14;Kommunal;56;71,4;87,5;199,5;
Fagersta;1982;Västmanlands län;19;Samtliga;132;67,4;82,6;191,3;
Fagersta;1982;Västmanlands län;19;Kommunal;120;65,8;82,5;190,8;
Fagersta;1982;Västmanlands län;19;Enskild;12;83,3;~100;196,0;
Falkenberg;1382;Hallands län;13;Samtliga;347;83,9;90,5;219,4;
Falkenberg;1382;Hallands län;13;Kommunal;274;81,0;89,4;213,0;
Falkenberg;1382;Hallands län;13;Enskild;73;94,5;~100;243,3;
Falköping;1499;Västra Götalands län;14;Samtliga;347;73,5;81,8;199,4;
Falköping;1499;Västra Götalands län;14;Kommunal;345;73,6;82,0;199,6;
Falköping;1499;Västra Götalands län;14;Enskild;..;..;..;..;
Falun;2080;Dalarnas län;20;Samtliga;556;80,2;87,9;204,6;
Falun;2080;Dalarnas län;20;Kommunal;476;81,1;89,1;203,4;
Falun;2080;Dalarnas län;20;Enskild;80;75,0;81,3;211,5;
Filipstad;1782;Värmlands län;17;Samtliga;111;79,3;85,6;206,0;
Filipstad;1782;Värmlands län;17;Kommunal;111;79,3;85,6;206,0;
Finspång;0562;Östergötlands län;05;Samtliga;191;72,8;83,2;196,7;
Finspång;0562;Östergötlands län;05;Kommunal;191;72,8;83,2;196,7;
Flen;0482;Södermanlands län;04;Samtliga;211;63,0;81,0;195,4;
Flen;0482;Södermanlands län;04;Kommunal;200;65,0;82,0;198,8;
Flen;0482;Södermanlands län;04;Enskild;11;..;..;134,5;
Forshaga;1763;Värmlands län;17;Samtliga;129;77,5;93,0;206,3;
Forshaga;1763;Värmlands län;17;Kommunal;129;77,5;93,0;206,3;
Färgelanda;1439;Västra Götalands län;14;Samtliga;63;68,3;82,5;190,6;
Färgelanda;1439;Västra Götalands län;14;Kommunal;63;68,3;82,5;190,6;
Gagnef;2026;Dalarnas län;20;Samtliga;86;81,4;90,7;217,9;
Gagnef;2026;Dalarnas län;20;Kommunal;86;81,4;90,7;217,9;
Gislaved;0662;Jönköpings län;06;Samtliga;372;72,8;83,9;201,7;
Gislaved;0662;Jönköpings län;06;Kommunal;362;72,1;83,4;200,3;
Gislaved;0662;Jönköpings län;06;Enskild;10;100,0;100,0;249,0;
Gnesta;0461;Södermanlands län;04;Samtliga;83;73,5;86,7;202,6;
Gnesta;0461;Södermanlands län;04;Kommunal;79;72,2;86,1;201,4;
Gnesta;0461;Södermanlands län;04;Enskild;..;..;..;..;
Gnosjö;0617;Jönköpings län;06;Samtliga;128;79,7;82,8;203,1;
Gnosjö;0617;Jönköpings län;06;Kommunal;128;79,7;82,8;203,1;
Gotland;0980;Gotlands län;09;Samtliga;573;81,5;88,8;213,8;
Gotland;0980;Gotlands län;09;Kommunal;485;80,4;87,2;211,6;
Gotland;0980;Gotlands län;09;Enskild;88;87,5;~100;225,5;
Grums;1764;Värmlands län;17;Samtliga;78;74,4;79,5;209,7;
Grums;1764;Värmlands län;17;Kommunal;78;74,4;79,5;209,7;
Grästorp;1444;Västra Götalands län;14;Samtliga;53;77,4;86,8;195,5;
Grästorp;1444;Västra Götalands län;14;Kommunal;53;77,4;86,8;195,5;
Gullspång;1447;Västra Götalands län;14;Samtliga;56;62,5;76,8;194,1;
Gullspång;1447;Västra Götalands län;14;Kommunal;56;62,5;76,8;194,1;
Gällivare;2523;Norrbottens län;25;Samtliga;136;80,9;90,4;211,2;
Gällivare;2523;Norrbottens län;25;Kommunal;136;80,9;90,4;211,2;
Gävle;2180;Gävleborgs län;21;Samtliga;963;70,6;86,3;203,2;
Gävle;2180;Gävleborgs län;21;Kommunal;635;63,9;81,3;188,9;
Gävle;2180;Gävleborgs län;21;Enskild;328;83,5;96,0;230,5;
Göteborg;1480;Västra Götalands län;14;Samtliga;4 509;69,5;83,4;212,4;
Göteborg;1480;Västra Götalands län;14;Kommunal;3 203;65,4;79,4;204,5;
Göteborg;1480;Västra Götalands län;14;Enskild;1 306;79,9;93,7;231,7;
Götene;1471;Västra Götalands län;14;Samtliga;146;78,8;91,1;207,2;
Götene;1471;Västra Götalands län;14;Kommunal;146;78,8;91,1;207,2;
Habo;0643;Jönköpings län;06;Samtliga;114;81,6;86,0;206,9;
Habo;0643;Jönköpings län;06;Kommunal;114;81,6;86,0;206,9;
Hagfors;1783;Värmlands län;17;Samtliga;103;75,7;82,5;202,0;
Hagfors;1783;Värmlands län;17;Kommunal;103;75,7;82,5;202,0;
Hallsberg;1861;Örebro län;18;Samtliga;169;63,3;73,4;195,4;
Hallsberg;1861;Örebro län;18;Kommunal;169;63,3;73,4;195,4;
Hallstahammar;1961;Västmanlands län;19;Samtliga;133;72,9;79,7;209,0;
Hallstahammar;1961;Västmanlands län;19;Kommunal;133;72,9;79,7;209,0;
Halmstad;1380;Hallands län;13;Samtliga;894;83,1;91,3;215,8;
Halmstad;1380;Hallands län;13;Kommunal;824;82,8;91,1;215,8;
Halmstad;1380;Hallands län;13;Enskild;70;87,1;92,9;216,1;
Hammarö;1761;Värmlands län;17;Samtliga;147;88,4;93,2;222,0;
Hammarö;1761;Värmlands län;17;Kommunal;147;88,4;93,2;222,0;
