Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2014/15

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);
Mellerud;1461;Västra Götalands län;14;Samtliga;58;79,3;81,0;219,0;
Mellerud;1461;Västra Götalands län;14;Kommunal;58;79,3;81,0;219,0;
Mjölby;0586;Östergötlands län;05;Samtliga;258;74,4;83,3;217,9;
Mjölby;0586;Östergötlands län;05;Kommunal;258;74,4;83,3;217,9;
Mora;2062;Dalarnas län;20;Samtliga;184;73,4;80,4;215,3;
Mora;2062;Dalarnas län;20;Kommunal;184;73,4;80,4;215,3;
Motala;0583;Östergötlands län;05;Samtliga;413;83,8;91,8;224,8;
Motala;0583;Östergötlands län;05;Kommunal;335;83,0;91,3;222,4;
Motala;0583;Östergötlands län;05;Enskild;78;87,2;93,6;235,0;
Mullsjö;0642;Jönköpings län;06;Samtliga;72;77,8;86,1;214,1;
Mullsjö;0642;Jönköpings län;06;Kommunal;72;77,8;86,1;214,1;
Munkedal;1430;Västra Götalands län;14;Samtliga;107;74,8;83,2;201,2;
Munkedal;1430;Västra Götalands län;14;Kommunal;107;74,8;83,2;201,2;
Munkfors;1762;Värmlands län;17;Samtliga;34;58,8;76,5;212,0;
Munkfors;1762;Värmlands län;17;Kommunal;34;58,8;76,5;212,0;
Mölndal;1481;Västra Götalands län;14;Samtliga;709;78,0;84,5;228,8;
Mölndal;1481;Västra Götalands län;14;Kommunal;665;78,0;84,7;229,5;
Mölndal;1481;Västra Götalands län;14;Enskild;44;77,3;81,8;218,8;
Mönsterås;0861;Kalmar län;08;Samtliga;115;66,1;83,5;200,3;
Mönsterås;0861;Kalmar län;08;Kommunal;115;66,1;83,5;200,3;
Mörbylånga;0840;Kalmar län;08;Samtliga;152;83,6;93,4;219,1;
Mörbylånga;0840;Kalmar län;08;Kommunal;101;83,2;93,1;215,3;
Mörbylånga;0840;Kalmar län;08;Enskild;51;84,3;~100;226,7;
Nacka;0182;Stockholms län;01;Samtliga;1 181;91,2;96,2;260,3;
Nacka;0182;Stockholms län;01;Kommunal;799;90,1;95,9;253,1;
Nacka;0182;Stockholms län;01;Enskild;382;93,5;96,9;275,3;
Nora;1884;Örebro län;18;Samtliga;87;78,2;85,1;221,9;
Nora;1884;Örebro län;18;Kommunal;87;78,2;85,1;221,9;
Norberg;1962;Västmanlands län;19;Samtliga;56;67,9;80,4;189,0;
Norberg;1962;Västmanlands län;19;Kommunal;56;67,9;80,4;189,0;
Nordanstig;2132;Gävleborgs län;21;Samtliga;66;74,2;81,8;211,2;
Nordanstig;2132;Gävleborgs län;21;Kommunal;66;74,2;81,8;211,2;
Nordmaling;2401;Västerbottens län;24;Samtliga;71;83,1;~100;225,5;
Nordmaling;2401;Västerbottens län;24;Kommunal;71;83,1;~100;225,5;
Norrköping;0581;Östergötlands län;05;Samtliga;1 381;72,2;81,8;215,4;
Norrköping;0581;Östergötlands län;05;Kommunal;981;67,5;78,5;207,4;
Norrköping;0581;Östergötlands län;05;Enskild;400;83,8;90,0;234,9;
Norrtälje;0188;Stockholms län;01;Samtliga;540;77,4;86,5;223,0;
Norrtälje;0188;Stockholms län;01;Kommunal;435;73,1;83,4;216,6;
Norrtälje;0188;Stockholms län;01;Enskild;105;95,2;~100;248,9;
Norsjö;2417;Västerbottens län;24;Samtliga;47;63,8;72,3;206,3;
Norsjö;2417;Västerbottens län;24;Kommunal;47;63,8;72,3;206,3;
Nybro;0881;Kalmar län;08;Samtliga;178;78,7;84,3;217,1;
Nybro;0881;Kalmar län;08;Kommunal;178;78,7;84,3;217,1;
Nykvarn;0140;Stockholms län;01;Samtliga;112;92,9;95,5;236,0;
Nykvarn;0140;Stockholms län;01;Kommunal;112;92,9;95,5;236,0;
Nyköping;0480;Södermanlands län;04;Samtliga;556;75,2;84,7;219,5;
Nyköping;0480;Södermanlands län;04;Kommunal;391;71,6;83,1;215,3;
Nyköping;0480;Södermanlands län;04;Enskild;165;83,6;88,5;229,8;
Nynäshamn;0192;Stockholms län;01;Samtliga;243;77,0;84,0;221,8;
Nynäshamn;0192;Stockholms län;01;Kommunal;243;77,0;84,0;221,8;
Nässjö;0682;Jönköpings län;06;Samtliga;291;68,0;79,4;204,8;
Nässjö;0682;Jönköpings län;06;Kommunal;291;68,0;79,4;204,8;
Ockelbo;2101;Gävleborgs län;21;Samtliga;50;84,0;84,0;224,7;
Ockelbo;2101;Gävleborgs län;21;Kommunal;50;84,0;84,0;224,7;
Olofström;1060;Blekinge län;10;Samtliga;117;78,6;84,6;211,7;
Olofström;1060;Blekinge län;10;Kommunal;117;78,6;84,6;211,7;
Orsa;2034;Dalarnas län;20;Samtliga;69;69,6;81,2;214,4;
Orsa;2034;Dalarnas län;20;Kommunal;69;69,6;81,2;214,4;
Orust;1421;Västra Götalands län;14;Samtliga;152;76,3;88,8;220,9;
Orust;1421;Västra Götalands län;14;Kommunal;144;75,7;88,9;219,1;
Orust;1421;Västra Götalands län;14;Enskild;..;..;..;..;
Osby;1273;Skåne län;12;Samtliga;139;72,7;84,9;215,4;
Osby;1273;Skåne län;12;Kommunal;139;72,7;84,9;215,4;
Oskarshamn;0882;Kalmar län;08;Samtliga;267;77,9;83,5;218,7;
Oskarshamn;0882;Kalmar län;08;Kommunal;267;77,9;83,5;218,7;
Ovanåker;2121;Gävleborgs län;21;Samtliga;112;69,6;75,0;203,9;
Ovanåker;2121;Gävleborgs län;21;Kommunal;112;69,6;75,0;203,9;
Oxelösund;0481;Södermanlands län;04;Samtliga;87;67,8;77,0;193,2;
Oxelösund;0481;Södermanlands län;04;Kommunal;87;67,8;77,0;193,2;
Pajala;2521;Norrbottens län;25;Samtliga;65;87,7;89,2;228,6;
Pajala;2521;Norrbottens län;25;Kommunal;65;87,7;89,2;228,6;
Partille;1402;Västra Götalands län;14;Samtliga;445;83,6;89,7;231,0;
Partille;1402;Västra Götalands län;14;Kommunal;424;82,8;89,2;229,1;
Partille;1402;Västra Götalands län;14;Enskild;21;100,0;100,0;270,0;
Perstorp;1275;Skåne län;12;Samtliga;66;68,2;90,9;215,3;
Perstorp;1275;Skåne län;12;Kommunal;66;68,2;90,9;215,3;
Piteå;2581;Norrbottens län;25;Samtliga;404;87,1;94,3;231,5;
Piteå;2581;Norrbottens län;25;Kommunal;404;87,1;94,3;231,5;
Ragunda;2303;Jämtlands län;23;Samtliga;52;75,0;78,8;206,5;
Ragunda;2303;Jämtlands län;23;Kommunal;52;75,0;78,8;206,5;
Robertsfors;2409;Västerbottens län;24;Samtliga;60;60,0;70,0;211,1;
Robertsfors;2409;Västerbottens län;24;Kommunal;60;60,0;70,0;211,1;
Ronneby;1081;Blekinge län;10;Samtliga;290;71,0;83,1;212,5;
Ronneby;1081;Blekinge län;10;Kommunal;225;66,7;80,4;208,2;
Ronneby;1081;Blekinge län;10;Enskild;65;86,2;92,3;226,5;
Rättvik;2031;Dalarnas län;20;Samtliga;116;79,3;88,8;211,1;
Rättvik;2031;Dalarnas län;20;Kommunal;116;79,3;88,8;211,1;
Sala;1981;Västmanlands län;19;Samtliga;222;80,2;91,4;225,6;
Sala;1981;Västmanlands län;19;Kommunal;222;80,2;91,4;225,6;
Salem;0128;Stockholms län;01;Samtliga;186;83,9;89,8;231,4;
Salem;0128;Stockholms län;01;Kommunal;161;86,3;90,1;232,7;
Salem;0128;Stockholms län;01;Enskild;25;68,0;~100;223,4;
Sandviken;2181;Gävleborgs län;21;Samtliga;381;66,1;78,5;202,5;
Sandviken;2181;Gävleborgs län;21;Kommunal;342;65,8;77,2;201,1;
Sandviken;2181;Gävleborgs län;21;Enskild;39;69,2;~100;214,0;
Sigtuna;0191;Stockholms län;01;Samtliga;523;73,2;82,2;221,0;
Sigtuna;0191;Stockholms län;01;Kommunal;393;70,7;77,9;213,2;
Sigtuna;0191;Stockholms län;01;Enskild;130;80,8;95,4;244,0;
Simrishamn;1291;Skåne län;12;Samtliga;176;75,6;88,1;225,6;
Simrishamn;1291;Skåne län;12;Kommunal;124;75,0;87,1;221,3;
Simrishamn;1291;Skåne län;12;Enskild;52;76,9;90,4;235,8;
Sjöbo;1265;Skåne län;12;Samtliga;145;62,8;72,4;205,8;
Sjöbo;1265;Skåne län;12;Kommunal;138;61,6;71,7;206,0;
Sjöbo;1265;Skåne län;12;Enskild;..;..;..;..;
Skara;1495;Västra Götalands län;14;Samtliga;207;76,3;82,6;214,4;
Skara;1495;Västra Götalands län;14;Kommunal;189;76,7;81,5;212,6;
Skara;1495;Västra Götalands län;14;Enskild;18;72,2;~100;233,2;
Skellefteå;2482;Västerbottens län;24;Samtliga;756;80,0;88,0;219,4;
Skellefteå;2482;Västerbottens län;24;Kommunal;736;80,0;87,9;219,6;
Skellefteå;2482;Västerbottens län;24;Enskild;20;80,0;~100;212,3;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;29;48,3;55,2;194,9;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;29;48,3;55,2;194,9;
Skurup;1264;Skåne län;12;Samtliga;159;75,5;89,3;225,4;
Skurup;1264;Skåne län;12;Kommunal;159;75,5;89,3;225,4;
Skövde;1496;Västra Götalands län;14;Samtliga;538;82,7;89,8;228,0;
Skövde;1496;Västra Götalands län;14;Kommunal;536;83,0;89,9;228,1;
Skövde;1496;Västra Götalands län;14;Enskild;..;.;..;..;
Smedjebacken;2061;Dalarnas län;20;Samtliga;90;73,3;78,9;208,5;
Smedjebacken;2061;Dalarnas län;20;Kommunal;90;73,3;78,9;208,5;
Sollefteå;2283;Västernorrlands län;22;Samtliga;214;70,6;79,4;195,7;
Sollefteå;2283;Västernorrlands län;22;Kommunal;214;70,6;79,4;195,7;
Sollentuna;0163;Stockholms län;01;Samtliga;876;86,3;92,4;247,6;
Sollentuna;0163;Stockholms län;01;Kommunal;691;86,5;92,8;247,2;
Sollentuna;0163;Stockholms län;01;Enskild;185;85,4;90,8;248,9;
Solna;0184;Stockholms län;01;Samtliga;360;75,0;83,6;234,1;
Solna;0184;Stockholms län;01;Kommunal;248;76,2;86,7;238,4;
Solna;0184;Stockholms län;01;Enskild;112;72,3;76,8;224,5;
Sorsele;2422;Västerbottens län;24;Samtliga;34;70,6;70,6;210,2;
Sorsele;2422;Västerbottens län;24;Kommunal;34;70,6;70,6;210,2;
Sotenäs;1427;Västra Götalands län;14;Samtliga;99;80,8;90,9;213,6;
Sotenäs;1427;Västra Götalands län;14;Kommunal;99;80,8;90,9;213,6;
Staffanstorp;1230;Skåne län;12;Samtliga;294;82,3;88,4;234,3;
Staffanstorp;1230;Skåne län;12;Kommunal;282;83,7;89,7;234,6;
Staffanstorp;1230;Skåne län;12;Enskild;12;..;..;228,8;
Stenungsund;1415;Västra Götalands län;14;Samtliga;273;82,4;90,1;222,3;
Stenungsund;1415;Västra Götalands län;14;Kommunal;260;81,9;90,0;220,9;
Stenungsund;1415;Västra Götalands län;14;Enskild;13;92,3;~100;250,8;
Stockholm;0180;Stockholms län;01;Samtliga;7 988;79,4;87,3;244,8;
Stockholm;0180;Stockholms län;01;Kommunal;5 377;77,9;85,3;239,8;
Stockholm;0180;Stockholms län;01;Enskild;2 611;82,7;91,6;255,3;
Storfors;1760;Värmlands län;17;Samtliga;50;86,0;88,0;222,6;
Storfors;1760;Värmlands län;17;Kommunal;37;86,5;~100;213,7;
Storfors;1760;Värmlands län;17;Enskild;13;84,6;~100;247,9;
Storuman;2421;Västerbottens län;24;Samtliga;56;75,0;82,1;211,9;
Storuman;2421;Västerbottens län;24;Kommunal;56;75,0;82,1;211,9;
Strängnäs;0486;Södermanlands län;04;Samtliga;377;78,5;90,5;230,0;
Strängnäs;0486;Södermanlands län;04;Kommunal;207;71,0;84,5;213,9;
Strängnäs;0486;Södermanlands län;04;Enskild;170;87,6;~100;249,2;
Strömstad;1486;Västra Götalands län;14;Samtliga;115;67,0;74,8;215,6;
Strömstad;1486;Västra Götalands län;14;Kommunal;115;67,0;74,8;215,6;
Strömsund;2313;Jämtlands län;23;Samtliga;122;67,2;78,7;203,7;
Strömsund;2313;Jämtlands län;23;Kommunal;122;67,2;78,7;203,7;
Sundbyberg;0183;Stockholms län;01;Samtliga;228;72,4;84,2;227,2;
Sundbyberg;0183;Stockholms län;01;Kommunal;136;64,7;77,2;212,1;
Sundbyberg;0183;Stockholms län;01;Enskild;92;83,7;94,6;249,6;
Sundsvall;2281;Västernorrlands län;22;Samtliga;970;71,8;81,4;213,1;
Sundsvall;2281;Västernorrlands län;22;Kommunal;655;65,3;75,0;200,4;
Sundsvall;2281;Västernorrlands län;22;Enskild;315;85,1;94,9;238,9;
Sunne;1766;Värmlands län;17;Samtliga;139;66,2;81,3;210,6;
Sunne;1766;Värmlands län;17;Kommunal;139;66,2;81,3;210,6;
Surahammar;1907;Västmanlands län;19;Samtliga;72;75,0;87,5;222,0;
Surahammar;1907;Västmanlands län;19;Kommunal;72;75,0;87,5;222,0;
Svalöv;1214;Skåne län;12;Samtliga;152;69,7;82,9;213,5;
Svalöv;1214;Skåne län;12;Kommunal;128;72,7;82,8;215,8;
Svalöv;1214;Skåne län;12;Enskild;24;54,2;~100;201,8;
Svedala;1263;Skåne län;12;Samtliga;233;79,0;87,6;217,9;
Svedala;1263;Skåne län;12;Kommunal;233;79,0;87,6;217,9;
Svenljunga;1465;Västra Götalands län;14;Samtliga;118;61,0;75,4;204,0;
Svenljunga;1465;Västra Götalands län;14;Kommunal;118;61,0;75,4;204,0;
Säffle;1785;Värmlands län;17;Samtliga;173;66,5;76,3;199,3;
Säffle;1785;Värmlands län;17;Kommunal;173;66,5;76,3;199,3;
Säter;2082;Dalarnas län;20;Samtliga;90;77,8;84,4;216,2;
Säter;2082;Dalarnas län;20;Kommunal;90;77,8;84,4;216,2;
Sävsjö;0684;Jönköpings län;06;Samtliga;129;68,2;83,7;210,8;
Sävsjö;0684;Jönköpings län;06;Kommunal;118;66,9;83,1;210,0;
Sävsjö;0684;Jönköpings län;06;Enskild;11;..;~100;219,1;
Söderhamn;2182;Gävleborgs län;21;Samtliga;223;74,9;81,2;210,2;
Söderhamn;2182;Gävleborgs län;21;Kommunal;214;74,3;80,4;210,0;
Söderhamn;2182;Gävleborgs län;21;Enskild;..;..;..;..;
Söderköping;0582;Östergötlands län;05;Samtliga;161;80,1;85,7;230,8;
Söderköping;0582;Östergötlands län;05;Kommunal;147;81,6;87,1;232,4;
Söderköping;0582;Östergötlands län;05;Enskild;14;..;~100;213,8;
Södertälje;0181;Stockholms län;01;Samtliga;1 047;71,8;81,5;220,2;
Södertälje;0181;Stockholms län;01;Kommunal;831;68,8;78,7;215,1;
Södertälje;0181;Stockholms län;01;Enskild;216;83,3;92,1;239,5;
Sölvesborg;1083;Blekinge län;10;Samtliga;155;76,1;89,0;213,9;
Sölvesborg;1083;Blekinge län;10;Kommunal;155;76,1;89,0;213,9;
Tanum;1435;Västra Götalands län;14;Samtliga;127;78,7;88,2;211,6;
Tanum;1435;Västra Götalands län;14;Kommunal;127;78,7;88,2;211,6;
Tibro;1472;Västra Götalands län;14;Samtliga;116;64,7;75,0;200,3;
Tibro;1472;Västra Götalands län;14;Kommunal;116;64,7;75,0;200,3;
Tidaholm;1498;Västra Götalands län;14;Samtliga;154;78,6;84,4;210,0;
Tidaholm;1498;Västra Götalands län;14;Kommunal;154;78,6;84,4;210,0;
Tierp;0360;Uppsala län;03;Samtliga;202;57,4;75,7;203,4;
Tierp;0360;Uppsala län;03;Kommunal;202;57,4;75,7;203,4;
Timrå;2262;Västernorrlands län;22;Samtliga;181;68,0;80,1;198,6;
Timrå;2262;Västernorrlands län;22;Kommunal;181;68,0;80,1;198,6;
Tingsryd;0763;Kronobergs län;07;Samtliga;131;71,0;78,6;216,3;
Tingsryd;0763;Kronobergs län;07;Kommunal;109;65,1;74,3;207,9;
Tingsryd;0763;Kronobergs län;07;Enskild;22;100,0;100,0;255,9;
Tjörn;1419;Västra Götalands län;14;Samtliga;154;85,7;92,2;226,9;
Tjörn;1419;Västra Götalands län;14;Kommunal;154;85,7;92,2;226,9;
Tomelilla;1270;Skåne län;12;Samtliga;104;63,5;76,0;188,2;
Tomelilla;1270;Skåne län;12;Kommunal;104;63,5;76,0;188,2;
Torsby;1737;Värmlands län;17;Samtliga;128;64,1;78,1;199,2;
Torsby;1737;Värmlands län;17;Kommunal;128;64,1;78,1;199,2;
Torsås;0834;Kalmar län;08;Samtliga;61;73,8;80,3;208,8;
Torsås;0834;Kalmar län;08;Kommunal;61;73,8;80,3;208,8;
Tranemo;1452;Västra Götalands län;14;Samtliga;153;68,0;83,0;208,5;
Tranemo;1452;Västra Götalands län;14;Kommunal;153;68,0;83,0;208,5;
Tranås;0687;Jönköpings län;06;Samtliga;179;80,4;87,7;221,1;
Tranås;0687;Jönköpings län;06;Kommunal;179;80,4;87,7;221,1;
Trelleborg;1287;Skåne län;12;Samtliga;396;83,6;92,7;235,4;
Trelleborg;1287;Skåne län;12;Kommunal;337;82,5;91,7;231,4;
Trelleborg;1287;Skåne län;12;Enskild;59;89,8;~100;258,2;
Trollhättan;1488;Västra Götalands län;14;Samtliga;662;68,7;79,8;216,4;
Trollhättan;1488;Västra Götalands län;14;Kommunal;554;64,6;76,7;212,0;
Trollhättan;1488;Västra Götalands län;14;Enskild;108;89,8;95,4;238,8;
Trosa;0488;Södermanlands län;04;Samtliga;146;85,6;89,7;237,2;
Trosa;0488;Södermanlands län;04;Kommunal;146;85,6;89,7;237,2;
Tyresö;0138;Stockholms län;01;Samtliga;466;84,8;92,7;232,1;
Tyresö;0138;Stockholms län;01;Kommunal;466;84,8;92,7;232,1;
Täby;0160;Stockholms län;01;Samtliga;1 005;93,6;96,2;255,0;
Täby;0160;Stockholms län;01;Kommunal;365;91,5;95,6;239,9;
Täby;0160;Stockholms län;01;Enskild;640;94,8;96,6;263,6;
Töreboda;1473;Västra Götalands län;14;Samtliga;96;74,0;86,5;218,0;
Töreboda;1473;Västra Götalands län;14;Kommunal;96;74,0;86,5;218,0;
Uddevalla;1485;Västra Götalands län;14;Samtliga;544;75,0;87,9;218,3;
Uddevalla;1485;Västra Götalands län;14;Kommunal;394;72,3;86,3;212,3;
Uddevalla;1485;Västra Götalands län;14;Enskild;150;82,0;92,0;234,0;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;255;69,4;80,0;217,3;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;255;69,4;80,0;217,3;
Umeå;2480;Västerbottens län;24;Samtliga;1 103;83,0;90,0;232,5;
Umeå;2480;Västerbottens län;24;Kommunal;901;80,7;88,5;229,0;
Umeå;2480;Västerbottens län;24;Enskild;202;93,1;97,0;247,9;
Upplands Väsby;0114;Stockholms län;01;Samtliga;406;69,7;78,6;218,7;
Upplands Väsby;0114;Stockholms län;01;Kommunal;238;58,0;68,5;209,0;
Upplands Väsby;0114;Stockholms län;01;Enskild;168;86,3;92,9;231,7;
Upplands-Bro;0139;Stockholms län;01;Samtliga;229;79,9;89,1;232,4;
Upplands-Bro;0139;Stockholms län;01;Kommunal;215;79,1;88,8;232,1;
Upplands-Bro;0139;Stockholms län;01;Enskild;14;92,9;~100;237,1;
Uppsala;0380;Uppsala län;03;Samtliga;1 940;80,5;88,5;236,2;
Uppsala;0380;Uppsala län;03;Kommunal;1 333;78,6;87,0;230,5;
Uppsala;0380;Uppsala län;03;Enskild;607;84,7;91,8;248,7;
Uppvidinge;0760;Kronobergs län;07;Samtliga;113;69,0;77,0;205,9;
Uppvidinge;0760;Kronobergs län;07;Kommunal;113;69,0;77,0;205,9;
Vadstena;0584;Östergötlands län;05;Samtliga;70;88,6;~100;243,6;
Vadstena;0584;Östergötlands län;05;Kommunal;70;88,6;~100;243,6;
Vaggeryd;0665;Jönköpings län;06;Samtliga;157;86,6;89,2;229,9;
Vaggeryd;0665;Jönköpings län;06;Kommunal;157;86,6;89,2;229,9;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;73;71,2;82,2;201,7;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;73;71,2;82,2;201,7;
Vallentuna;0115;Stockholms län;01;Samtliga;310;79,7;89,4;229,1;
Vallentuna;0115;Stockholms län;01;Kommunal;214;78,0;88,3;228,1;
Vallentuna;0115;Stockholms län;01;Enskild;96;83,3;91,7;231,3;
Vansbro;2021;Dalarnas län;20;Samtliga;72;69,4;76,4;211,3;
Vansbro;2021;Dalarnas län;20;Kommunal;72;69,4;76,4;211,3;
Vara;1470;Västra Götalands län;14;Samtliga;165;79,4;86,1;213,8;
Vara;1470;Västra Götalands län;14;Kommunal;165;79,4;86,1;213,8;
Varberg;1383;Hallands län;13;Samtliga;594;87,4;90,6;227,8;
Varberg;1383;Hallands län;13;Kommunal;568;86,8;90,1;226,4;
Varberg;1383;Hallands län;13;Enskild;26;100,0;100,0;257,9;
Vaxholm;0187;Stockholms län;01;Samtliga;84;91,7;~100;243,6;
Vaxholm;0187;Stockholms län;01;Kommunal;84;91,7;~100;243,6;
Vellinge;1233;Skåne län;12;Samtliga;423;93,4;97,6;257,3;
Vellinge;1233;Skåne län;12;Kommunal;269;92,6;97,4;253,8;
Vellinge;1233;Skåne län;12;Enskild;154;94,8;~100;263,4;
Vetlanda;0685;Jönköpings län;06;Samtliga;292;68,8;77,4;202,6;
Vetlanda;0685;Jönköpings län;06;Kommunal;281;68,3;76,9;202,7;
Vetlanda;0685;Jönköpings län;06;Enskild;11;..;~100;201,3;
Vilhelmina;2462;Västerbottens län;24;Samtliga;67;70,1;77,6;214,3;
Vilhelmina;2462;Västerbottens län;24;Kommunal;59;72,9;78,0;218,6;
Vilhelmina;2462;Västerbottens län;24;Enskild;..;..;..;..;
Vimmerby;0884;Kalmar län;08;Samtliga;164;68,9;86,6;213,7;
Vimmerby;0884;Kalmar län;08;Kommunal;164;68,9;86,6;213,7;
Vindeln;2404;Västerbottens län;24;Samtliga;56;87,5;~100;234,1;
Vindeln;2404;Västerbottens län;24;Kommunal;56;87,5;~100;234,1;
Vingåker;0428;Södermanlands län;04;Samtliga;93;54,8;59,1;161,7;
Vingåker;0428;Södermanlands län;04;Kommunal;93;54,8;59,1;161,7;
Vårgårda;1442;Västra Götalands län;14;Samtliga;122;70,5;77,9;210,0;
Vårgårda;1442;Västra Götalands län;14;Kommunal;122;70,5;77,9;210,0;
Vänersborg;1487;Västra Götalands län;14;Samtliga;410;75,9;83,9;222,1;
Vänersborg;1487;Västra Götalands län;14;Kommunal;338;72,2;80,5;215,8;
Vänersborg;1487;Västra Götalands län;14;Enskild;72;93,1;100,0;250,2;
Vännäs;2460;Västerbottens län;24;Samtliga;91;74,7;82,4;210,9;
Vännäs;2460;Västerbottens län;24;Kommunal;91;74,7;82,4;210,9;
Värmdö;0120;Stockholms län;01;Samtliga;406;81,5;87,9;226,1;
Värmdö;0120;Stockholms län;01;Kommunal;356;80,3;86,8;221,3;
Värmdö;0120;Stockholms län;01;Enskild;50;90,0;~100;260,4;
Värnamo;0683;Jönköpings län;06;Samtliga;348;81,0;86,8;227,1;
Värnamo;0683;Jönköpings län;06;Kommunal;348;81,0;86,8;227,1;
Västervik;0883;Kalmar län;08;Samtliga;361;79,8;84,5;231,8;
Västervik;0883;Kalmar län;08;Kommunal;313;80,2;83,4;231,7;
Västervik;0883;Kalmar län;08;Enskild;48;77,1;~100;232,2;
Västerås;1980;Västmanlands län;19;Samtliga;1 451;75,7;84,1;221,5;
Västerås;1980;Västmanlands län;19;Kommunal;1 005;70,9;79,4;211,3;
Västerås;1980;Västmanlands län;19;Enskild;446;86,3;94,6;244,2;
Växjö;0780;Kronobergs län;07;Samtliga;921;75,6;83,8;219,2;
Växjö;0780;Kronobergs län;07;Kommunal;728;74,6;83,0;216,6;
Växjö;0780;Kronobergs län;07;Enskild;193;79,3;87,0;228,9;
Ydre;0512;Östergötlands län;05;Samtliga;37;81,1;83,8;237,4;
Ydre;0512;Östergötlands län;05;Kommunal;37;81,1;83,8;237,4;
Ystad;1286;Skåne län;12;Samtliga;325;87,4;93,8;237,9;
Ystad;1286;Skåne län;12;Kommunal;244;88,1;93,4;235,7;
Ystad;1286;Skåne län;12;Enskild;81;85,2;~100;244,4;
Åmål;1492;Västra Götalands län;14;Samtliga;130;83,1;90,8;226,0;
Åmål;1492;Västra Götalands län;14;Kommunal;130;83,1;90,8;226,0;
Ånge;2260;Västernorrlands län;22;Samtliga;102;67,6;73,5;200,8;
Ånge;2260;Västernorrlands län;22;Kommunal;95;66,3;72,6;199,2;
Ånge;2260;Västernorrlands län;22;Enskild;..;..;..;..;
Åre;2321;Jämtlands län;23;Samtliga;119;76,5;84,0;214,0;
Åre;2321;Jämtlands län;23;Kommunal;119;76,5;84,0;214,0;
Årjäng;1765;Värmlands län;17;Samtliga;112;81,3;86,6;229,8;
Årjäng;1765;Värmlands län;17;Kommunal;112;81,3;86,6;229,8;
Åsele;2463;Västerbottens län;24;Samtliga;34;70,6;76,5;207,1;
Åsele;2463;Västerbottens län;24;Kommunal;34;70,6;76,5;207,1;
Åstorp;1277;Skåne län;12;Samtliga;187;75,4;80,7;212,2;
Åstorp;1277;Skåne län;12;Kommunal;146;76,0;82,9;210,7;
Åstorp;1277;Skåne län;12;Enskild;41;73,2;73,2;217,5;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;125;68,0;77,6;203,6;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;125;68,0;77,6;203,6;
Älmhult;0765;Kronobergs län;07;Samtliga;160;70,9;84,2;218,3;
Älmhult;0765;Kronobergs län;07;Kommunal;131;69,8;84,5;216,4;
Älmhult;0765;Kronobergs län;07;Enskild;29;75,9;82,8;226,8;
Älvdalen;2039;Dalarnas län;20;Samtliga;70;84,3;87,1;216,2;
Älvdalen;2039;Dalarnas län;20;Kommunal;70;84,3;87,1;216,2;
Älvkarleby;0319;Uppsala län;03;Samtliga;84;73,8;75,0;190,4;
Älvkarleby;0319;Uppsala län;03;Kommunal;42;61,9;64,3;196,1;
Älvkarleby;0319;Uppsala län;03;Enskild;42;85,7;85,7;185,2;
Älvsbyn;2560;Norrbottens län;25;Samtliga;116;81,0;85,3;213,6;
Älvsbyn;2560;Norrbottens län;25;Kommunal;116;81,0;85,3;213,6;
Ängelholm;1292;Skåne län;12;Samtliga;414;80,4;86,7;223,5;
Ängelholm;1292;Skåne län;12;Kommunal;414;80,4;86,7;223,5;
Öckerö;1407;Västra Götalands län;14;Samtliga;146;84,9;93,8;239,9;
Öckerö;1407;Västra Götalands län;14;Kommunal;126;83,3;93,7;239,2;
Öckerö;1407;Västra Götalands län;14;Enskild;20;95,0;~100;244,9;
Ödeshög;0509;Östergötlands län;05;Samtliga;50;84,0;~100;231,1;
Ödeshög;0509;Östergötlands län;05;Kommunal;50;84,0;~100;231,1;
Örebro;1880;Örebro län;18;Samtliga;1 557;73,3;83,0;219,2;
Örebro;1880;Örebro län;18;Kommunal;1 123;68,6;78,8;208,6;
Örebro;1880;Örebro län;18;Enskild;434;85,7;93,8;246,6;
Örkelljunga;1257;Skåne län;12;Samtliga;89;69,7;84,3;211,8;
Örkelljunga;1257;Skåne län;12;Kommunal;74;70,3;81,1;210,0;
Örkelljunga;1257;Skåne län;12;Enskild;15;66,7;100,0;219,8;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;604;81,5;88,6;225,1;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;586;82,4;89,2;226,4;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;18;..;66,7;181,3;
Östersund;2380;Jämtlands län;23;Samtliga;557;83,5;90,1;233,6;
